mgi_id	gene_name	ensemble_id	uberon_annotations
mgi:2441765	nmur2	ensmusg00000037393	uberon_0002416,uberon_0000468,uberon_0001013
mgi:1195972	terf2	ensmusg00000031921	uberon_0000922,uberon_0002107,uberon_0004647,uberon_0001280,uberon_0002423
mgi:1914725	ero1lb	ensmusg00000057069	uberon_0000016,uberon_0002368,uberon_0000006,uberon_0001264
mgi:1351653	slc14a2	ensmusg00000024552	uberon_0000079,uberon_0002113,uberon_0000473,uberon_0003517,uberon_0004054,uberon_0001969,uberon_0000468,uberon_0004535,uberon_0001088,uberon_0005399,uberon_0001008
mgi:5430043	b2b576clo	not_found	uberon_0004535,uberon_0000947,uberon_0000948,uberon_0004666
mgi:1351651	yme1l1	ensmusg00000026775	uberon_0000383,uberon_0000922,uberon_0004535,uberon_0004493,uberon_0000948,uberon_0002084,uberon_0001630
mgi:2441763	gpr68	ensmusg00000047415	uberon_0001474,uberon_0002113,uberon_0002368,uberon_0002405,uberon_0000016,uberon_0004177,uberon_0000468,uberon_0001348,uberon_0001434,uberon_0002390,uberon_0001264,uberon_0001008
mgi:2441769	dclre1c	ensmusg00000026648	uberon_0002405,uberon_0001249,uberon_0002390,uberon_0002106,uberon_0002370,uberon_0002125,uberon_0001959,uberon_0002123,uberon_0000029
mgi:1351659	abcg5	ensmusg00000040505	uberon_0002110,uberon_0000474,uberon_0002405,uberon_0004535,uberon_0000079,uberon_0004177,uberon_0002394,uberon_0002390,uberon_0002107,uberon_0001630,uberon_0000468,uberon_0000948,uberon_0000383,uberon_0002423
mgi:1914723	slc47a1	ensmusg00000010122	uberon_0002107,uberon_0002113,uberon_0002423,uberon_0000468,uberon_0001008
mgi:1918339	sept12	ensmusg00000022542	uberon_0000079,uberon_0000473,uberon_0004813,uberon_0004054,uberon_0000468,uberon_0001343,uberon_0005399
mgi:1914175	sdhd	ensmusg00000000171	uberon_0001236,uberon_0004535,uberon_0000922,uberon_0004716,uberon_0010133,uberon_0005396,uberon_0002369,uberon_0001629,uberon_0001016
mgi:1914172	rras2	ensmusg00000055723	uberon_0010416,uberon_0002405,uberon_0004535,uberon_0001013,uberon_0001959,uberon_0000019,uberon_0001790,uberon_0001249,uberon_0003501,uberon_0002390,uberon_0002106,uberon_0002104,uberon_0002006,uberon_0000468,uberon_0000966,uberon_0010753,uberon_0003902,uberon_0009039,uberon_0001251,uberon_0003951,uberon_0001802,uberon_0001787,uberon_0001789,uberon_0000029
mgi:1914171	prpf38b	ensmusg00000027881	uberon_0000922
mgi:3505738	tg(myl2slc2a1)2mue	not_found	uberon_0000383,uberon_0001630
mgi:1918843	llgl2	ensmusg00000020782	uberon_0000323,uberon_0010005,uberon_0010007,uberon_0010006,uberon_0001987,uberon_0004716,uberon_0002416,uberon_0000478,uberon_0003946,uberon_0001981,uberon_0004535,uberon_0003970
mgi:2141920	wtip	ensmusg00000036459	uberon_0000349
mgi:2667528	frzl	not_found	uberon_0011933,uberon_0002105,uberon_0002416,uberon_0010166,uberon_0001037
mgi:106639	mthfr	ensmusg00000029009	uberon_0002104,uberon_0010166,uberon_0000019,uberon_0002416,uberon_0002028,uberon_0002979,uberon_0002129,uberon_0005944,uberon_0000468,uberon_0001895,uberon_0000026,uberon_0007812,uberon_0001130,uberon_0002037,uberon_0001037,uberon_0000990,uberon_0000955,uberon_0002956,uberon_0001434
mgi:3511869	popoa	not_found	uberon_0000474
mgi:1916197	chst8	ensmusg00000060402	uberon_0000474,uberon_0000473,uberon_0000079,uberon_0000019,uberon_0003975,uberon_0010147,uberon_0002512,uberon_0002416,uberon_0001301,uberon_0000468,uberon_0002104,uberon_0004054,uberon_0011933,uberon_0000998,uberon_0003452,uberon_0000992,uberon_0006003,uberon_0002365,uberon_0000995
mgi:1913340	ypel3	ensmusg00000042675	uberon_0005944,uberon_0001095,uberon_0002091,uberon_0003823,uberon_0000979,uberon_0007812,uberon_0002103,uberon_0001434
mgi:1916193	pink1	ensmusg00000028756	uberon_0002405,uberon_0002264,uberon_0004535,uberon_0000956,uberon_0000955,uberon_0002091,uberon_0001016,uberon_0002530,uberon_0005366,uberon_0002228,uberon_0005377,uberon_0003252,uberon_0001890,uberon_0001893,uberon_0000468,uberon_0005944,uberon_0000948,uberon_0001869,uberon_0005725,uberon_0001434
mgi:3688259	tg(tcra2b4)1mmd	not_found	uberon_0002405,uberon_0002390,uberon_0002370
mgi:106633	phox2a	ensmusg00000007946	uberon_0002298,uberon_0001700,uberon_0001644,uberon_0001647,uberon_0001643,uberon_0005363,uberon_0005360,uberon_0000955,uberon_0000014,uberon_0000013,uberon_0000012,uberon_0000011,uberon_0000988,uberon_0002048,uberon_0002240,uberon_0002410,uberon_0001989,uberon_0002028,uberon_0002315,uberon_0001895,uberon_0000468,uberon_0001675,uberon_0000178,uberon_0001004,uberon_0005407,uberon_0003962,uberon_0003963,uberon_0002059
mgi:3039663	tg(hras)7mok	not_found	uberon_0001004
mgi:95499	fcgr2b	ensmusg00000026656	uberon_0002113,uberon_0002405,uberon_0001981,uberon_0004535,uberon_0001016,uberon_0001285,uberon_0000074,uberon_0001229,uberon_0001264,uberon_0002107,uberon_0002106,uberon_0001225,uberon_0000982,uberon_0002390,uberon_0000468,uberon_0001044,uberon_0001007,uberon_0001004,uberon_0001008,uberon_0002423,uberon_0010243,uberon_0001434,uberon_0000029
mgi:95498	fcgr1	ensmusg00000015947	uberon_0002390,uberon_0002405,uberon_0000982,uberon_0001434
mgi:2182972	hlb10	not_found	uberon_0000178,uberon_0004535
mgi:102525	pou4f1	ensmusg00000048349	uberon_0001890,uberon_0002298,uberon_0001645,uberon_0001947,uberon_0000955,uberon_0000395,uberon_0000019,uberon_0000012,uberon_0002824,uberon_0001792,uberon_0001700,uberon_0002104,uberon_0001899,uberon_0002127,uberon_0002028,uberon_0001891,uberon_0001894,uberon_0001675,uberon_0001896,uberon_0000966,uberon_0003902,uberon_0000044,uberon_0003951,uberon_0001943,uberon_0001802
mgi:102524	pou4f2	ensmusg00000031688	uberon_0001771,uberon_0002298,uberon_0002565,uberon_0001768,uberon_0001769,uberon_0000349,uberon_0001945,uberon_0001944,uberon_0000955,uberon_0001016,uberon_0003951,uberon_0000012,uberon_0004716,uberon_0001793,uberon_0001792,uberon_0001791,uberon_0001891,uberon_0002104,uberon_0001898,uberon_0001890,uberon_0000922,uberon_0002314,uberon_0001894,uberon_0003299,uberon_0011892,uberon_0000941,uberon_0003902,uberon_0000019,uberon_0000966,uberon_0001802,uberon_0001801,uberon_0001783,uberon_0001785,uberon_0002259,uberon_0001789,uberon_0002034
mgi:95491	fbp2	ensmusg00000021456	uberon_0000965,uberon_0002104,uberon_0000019,uberon_0001801
mgi:95490	fbn2	ensmusg00000024598	uberon_0000383,uberon_0003221,uberon_0002470,uberon_0001630,uberon_0000468,uberon_0002544,uberon_0001434,uberon_0001134,uberon_0000982,uberon_0002091,uberon_0002104,uberon_0002101
mgi:95497	fcer2a	ensmusg00000005540	uberon_0002405,uberon_0004177,uberon_0000468,uberon_0001007,uberon_0002390
mgi:95496	fcer1g	ensmusg00000058715	uberon_0002405,uberon_0001434,uberon_0004535,uberon_0002390
mgi:102523	pou4f3	ensmusg00000024497	uberon_0001853,uberon_0002295,uberon_0001016,uberon_0012449,uberon_0002499,uberon_0000395,uberon_0007811,uberon_0003950,uberon_0001690,uberon_0002824,uberon_0000012,uberon_0002827,uberon_0004043,uberon_0002519,uberon_0006935,uberon_0002105,uberon_0002226,uberon_0002227,uberon_0006495,uberon_0002410,uberon_0005944,uberon_0002282,uberon_0005236,uberon_0000468,uberon_0007833,uberon_0004681,uberon_0001862,uberon_0001846,uberon_0001844,uberon_0001849,uberon_0004721,uberon_0003457,uberon_0003128,uberon_0000990,uberon_0005972,uberon_0001434
mgi:95494	fcer1a	ensmusg00000005339	uberon_0002405,uberon_0002390
mgi:1276575	ptdss1	ensmusg00000021518	uberon_0001016
mgi:1201374	anxa8	ensmusg00000021950	uberon_0002390,uberon_0002405
mgi:3696074	tg(teto-appswind)885dbo	not_found	uberon_0001869,uberon_0001885,uberon_0001871,uberon_0001890,uberon_0001893,uberon_0000349,uberon_0000955,uberon_0002421,uberon_0001016
mgi:2139220	tm9sf4	ensmusg00000068040	uberon_0002073,uberon_0005944,uberon_0002414,uberon_0002416,uberon_0004451,uberon_0011932,uberon_0002228,uberon_0001821,uberon_0003252,uberon_0001094,uberon_0002091,uberon_0001434
mgi:88114	atp4b	ensmusg00000031449	uberon_0000325,uberon_0001167,uberon_0001199,uberon_0001007,uberon_0001276,uberon_0000945
mgi:88443	cod	not_found	uberon_0000079,uberon_0000474,uberon_0002298,uberon_0001016,uberon_0000468,uberon_0000383,uberon_0001134,uberon_0000955,uberon_0001630
mgi:88440	co	not_found	uberon_0001846,uberon_0001690,uberon_0001862,uberon_0005236,uberon_0002518,uberon_0002519,uberon_0002105,uberon_0001849
mgi:88117	slc7a1	ensmusg00000041313	uberon_0000468,uberon_0002390
mgi:88110	atp2a2	ensmusg00000029467	uberon_0001474,uberon_0002405,uberon_0001496,uberon_0001199,uberon_0001705,uberon_0002094,uberon_0000076,uberon_0003382,uberon_0004573,uberon_0001976,uberon_0004716,uberon_0000014,uberon_0000989,uberon_0002048,uberon_0001016,uberon_0002390,uberon_0000178,uberon_0002027,uberon_0001083,uberon_0002084,uberon_0000079,uberon_0002416,uberon_0001043,uberon_0000922,uberon_0001167,uberon_0000924,uberon_0001007,uberon_0001004,uberon_0001003,uberon_0000948,uberon_0004784,uberon_0000945,uberon_0000947,uberon_0002085,uberon_0002080,uberon_0001008,uberon_0000383,uberon_0004535,uberon_0001630,uberon_0004053,uberon_0004127,uberon_0001276,uberon_0002079,uberon_0001434
mgi:88447	col11a2	ensmusg00000024330	uberon_0011156,uberon_0002295,uberon_0008200,uberon_0002091,uberon_0002499,uberon_0001456,uberon_0001690,uberon_0002495,uberon_0010996,uberon_0000033,uberon_0002516,uberon_0005944,uberon_0000468,uberon_0007811,uberon_0002105,uberon_0001846,uberon_0001844,uberon_0001681,uberon_0001849,uberon_0003128,uberon_0002233,uberon_0001434,uberon_0006333
mgi:88113	atp4a	ensmusg00000005553	uberon_0001971,uberon_0002405,uberon_0000325,uberon_0001167,uberon_0001199,uberon_0001007,uberon_0002390,uberon_0002106,uberon_0000945,uberon_0011953
mgi:1335079	elf5	ensmusg00000027186	uberon_0000358,uberon_0000088,uberon_0008974,uberon_0004345,uberon_0000474,uberon_0001987,uberon_0004716,uberon_0006265,uberon_0000926,uberon_0004366,uberon_0008853,uberon_0003104,uberon_0001911,uberon_0002416,uberon_0000922,uberon_0006003,uberon_0003124
mgi:88448	col12a1	ensmusg00000032332	uberon_0005944,uberon_0001134,uberon_0001076,uberon_0001130,uberon_0001377,uberon_0002091,uberon_0000981,uberon_0002103,uberon_0003861,uberon_0002412,uberon_0000376,uberon_0002418,uberon_0000468,uberon_0000383,uberon_0001439,uberon_0008777,uberon_0001434
mgi:88449	col15a1	ensmusg00000028339	uberon_0000383,uberon_0004638,uberon_0001982,uberon_0004535,uberon_0001630,uberon_0001015
mgi:2443767	aaas	ensmusg00000036678	uberon_0000474,uberon_0002530,uberon_0000468,uberon_0001007
mgi:1096398	cd81	ensmusg00000037706	uberon_0001871,uberon_0001882,uberon_0002405,uberon_0005403,uberon_0000349,uberon_0010011,uberon_0000956,uberon_0000955,uberon_0001016,uberon_0003544,uberon_0004177,uberon_0001954,uberon_0002390,uberon_0002435,uberon_0001869,uberon_0001890,uberon_0001893,uberon_0002313,uberon_0002336,uberon_0003881,uberon_0002421
mgi:1096399	vamp7	ensmusg00000051412	uberon_0000468,uberon_0000955
mgi:5499182	pedm36	not_found	uberon_0001037,uberon_0010166,uberon_0002416
mgi:3512167	lfq1	not_found	uberon_0003457
mgi:1096392	hcn1	ensmusg00000021730	uberon_0002351,uberon_0002416,uberon_0002349,uberon_0004535,uberon_0001016
mgi:1096393	snai2	ensmusg00000022676	uberon_0000473,uberon_0002062,uberon_0010409,uberon_0004535,uberon_0001037,uberon_0000079,uberon_0001343,uberon_0001456,uberon_0000019,uberon_0004716,uberon_0002405,uberon_0001811,uberon_0000033,uberon_0002104,uberon_0002370,uberon_0001716,uberon_0016475,uberon_0010166,uberon_0002390,uberon_0003216,uberon_0002416,uberon_0000922,uberon_0001007,uberon_0000948,uberon_0002087,uberon_0007811,uberon_0000165,uberon_0004054,uberon_0001801,uberon_0005399
mgi:3622216	mcvq3	not_found	uberon_0002390
mgi:1096391	nrxn1	ensmusg00000024109	uberon_0002405,uberon_0000979,uberon_0002091,uberon_0001016,uberon_0002390,uberon_0002370,uberon_0003823,uberon_0000468,uberon_0001007,uberon_0001004,uberon_0000948,uberon_0000945,uberon_0002084,uberon_0004535,uberon_0002103,uberon_0001434
mgi:3530591	mhdawbs9	not_found	uberon_0001037,uberon_0010166,uberon_0002416
mgi:3622211	hgbq1	not_found	uberon_0002390
mgi:3622212	hctq1	not_found	uberon_0002390
mgi:3622213	mchq1	not_found	uberon_0002390
mgi:1354386	lats2	ensmusg00000114942	uberon_0002407,uberon_0004535,uberon_0001074,uberon_0000955,uberon_0001016,uberon_0004716,uberon_0004493,uberon_0001630,uberon_0002511,uberon_0002240,uberon_0001049,uberon_0002028,uberon_0000922,uberon_0002539,uberon_0000948,uberon_0007811,uberon_0002082,uberon_0002081,uberon_0000383,uberon_0001083,uberon_0002422
mgi:1354387	mfap5	ensmusg00000030116	uberon_0002390,uberon_0001434,uberon_0002405
mgi:1354385	ero1l	ensmusg00000021831	uberon_0002390,uberon_0002405
mgi:1891315	bpq3	not_found	uberon_0000178,uberon_0004535
mgi:1354381	tmprss2	ensmusg00000000385	uberon_0000079,uberon_0002405,uberon_0004716,uberon_0001004,uberon_0002367,uberon_0002365
mgi:95677	gct1	not_found	uberon_0000990,uberon_0002530
mgi:95676	gcnt1	ensmusg00000038843	uberon_0002405,uberon_0004177,uberon_0002390
mgi:95675	gch1	ensmusg00000037580	uberon_0000922,uberon_0001016,uberon_0004535
mgi:95674	gcg	ensmusg00000000394	uberon_0000016,uberon_0000468,uberon_0001007,uberon_0002368,uberon_0000006,uberon_0001264,uberon_0001008
mgi:1354388	spag6l	ensmusg00000022783	uberon_0000079,uberon_0000474,uberon_0001890,uberon_0002285,uberon_0002286,uberon_0001893,uberon_0001894,uberon_0000468,uberon_0000033,uberon_0000955,uberon_0001359
mgi:3038462	skc40	not_found	uberon_0001037,uberon_0010166,uberon_0002416
mgi:5428319	tg(rp11-111a8)1zim	not_found	uberon_0005725,uberon_0001016
mgi:97856	rara	ensmusg00000037992	uberon_0002413,uberon_0001092,uberon_0002544,uberon_0000473,uberon_0002405,uberon_0001703,uberon_0001093,uberon_0002390,uberon_0002414,uberon_0000079,uberon_0002347,uberon_0001343,uberon_0011156,uberon_0000019,uberon_0001690,uberon_0004177,uberon_0001695,uberon_0002048,uberon_0003252,uberon_0002375,uberon_0002105,uberon_0002104,uberon_0001756,uberon_0002101,uberon_0003604,uberon_0001678,uberon_0003861,uberon_0001738,uberon_0001711,uberon_0002470,uberon_0002418,uberon_0001737,uberon_0000468,uberon_0001677,uberon_0001819,uberon_0005944,uberon_0001066,uberon_0007811,uberon_0005399,uberon_0001688,uberon_0000982,uberon_0004054,uberon_0001685,uberon_0003128,uberon_0001004,uberon_0001434,uberon_0015790,uberon_0003126,uberon_0004096,uberon_0006721
mgi:4889197	tg(cd2-lmo2)#thr	not_found	uberon_0002106,uberon_0002370,uberon_0002390,uberon_0002405
mgi:1923028	them4	ensmusg00000028145	uberon_0002107,uberon_0002423,uberon_0001280,uberon_0004647
mgi:2442233	arhgef9	ensmusg00000025656	uberon_0001016
mgi:2442232	gimap5	ensmusg00000043505	uberon_0001988,uberon_0002405,uberon_0001984,uberon_0001155,uberon_0000160,uberon_0001959,uberon_0000059,uberon_0001249,uberon_0002390,uberon_0002107,uberon_0002106,uberon_0001242,uberon_0002370,uberon_0000468,uberon_0001007,uberon_0001280,uberon_0001277,uberon_0002423,uberon_0000029
mgi:1859993	smad9	ensmusg00000027796	uberon_0002298,uberon_0002405,uberon_0002028,uberon_0001891,uberon_0004716,uberon_0003512,uberon_0004535,uberon_0002048,uberon_0001004,uberon_0000955
mgi:2442230	mfn2	ensmusg00000029020	uberon_0000088,uberon_0002298,uberon_0002349,uberon_0001987,uberon_0004535,uberon_0010011,uberon_0000955,uberon_0001016,uberon_0004345,uberon_0004716,uberon_0008853,uberon_0002028,uberon_0004493,uberon_0001891,uberon_0001630,uberon_0000358,uberon_0006265,uberon_0000922,uberon_0002129,uberon_0001895,uberon_0000948,uberon_0000383,uberon_0001965,uberon_0002979,uberon_0001890,uberon_0002038,uberon_0002037
mgi:2144157	usp22	ensmusg00000042506	uberon_0001094,uberon_0001213,uberon_0002405,uberon_0004451,uberon_0005343,uberon_0000956,uberon_0000955,uberon_0004716,uberon_0004177,uberon_0002390,uberon_0002108,uberon_0001241,uberon_0001242,uberon_0005944,uberon_0001893,uberon_0002414,uberon_0001890,uberon_0000922,uberon_0001007,uberon_0001869,uberon_0000160,uberon_0001277,uberon_0002365,uberon_0001434
mgi:1298398	mcm7	ensmusg00000029730	uberon_0002390
mgi:1923020	brsk2	ensmusg00000053046	uberon_0000044,uberon_0000012
mgi:1931271	olfr160	ensmusg00000061165	uberon_0002264,uberon_0001893,uberon_0001890,uberon_0005725,uberon_0000955,uberon_0005366
mgi:4452348	tg(myh6-mst1)28jusa	not_found	uberon_0000383,uberon_0002423,uberon_0004535,uberon_0002349,uberon_0003512,uberon_0002048,uberon_0001004,uberon_0004493,uberon_0000948,uberon_0004784,uberon_0002107,uberon_0002084,uberon_0002078,uberon_0001630,uberon_0002079,uberon_0002080
mgi:2154239	plxnb2	ensmusg00000036606	uberon_0001231,uberon_0002113,uberon_0001886,uberon_0000084,uberon_0001049,uberon_0008829,uberon_0010011,uberon_0008881,uberon_0001037,uberon_0000955,uberon_0005366,uberon_0002104,uberon_0001016,uberon_0004004,uberon_0000056,uberon_0004716,uberon_0000012,uberon_0002028,uberon_0005283,uberon_0004086,uberon_0001224,uberon_0002435,uberon_0006364,uberon_0002264,uberon_0004810,uberon_0010166,uberon_0002416,uberon_0001890,uberon_0000922,uberon_0001893,uberon_0001894,uberon_0001895,uberon_0005379,uberon_0005378,uberon_0001285,uberon_0005377,uberon_0001008,uberon_0004186,uberon_0002979,uberon_0000026,uberon_0002384,uberon_0003128,uberon_0002129,uberon_0002037,uberon_0007812,uberon_0005070,uberon_0005071
mgi:2154238	plxnb1	ensmusg00000053646	uberon_0000081,uberon_0002104,uberon_0000084,uberon_0001008
mgi:2384318	dcl	not_found	uberon_0002416,uberon_0001016,uberon_0000955
mgi:3806051	rgsc485	not_found	uberon_0002390
mgi:1913302	sdhc	ensmusg00000058076	uberon_0000922,uberon_0001474,uberon_0001434
mgi:2148066	slc38a5	ensmusg00000031170	uberon_0000016,uberon_0001007,uberon_0002368,uberon_0000006,uberon_0001264
mgi:5499180	pedm15	not_found	uberon_0000468
mgi:1206039	nkx6-1	ensmusg00000035187	uberon_0002240,uberon_0000475,uberon_0000016,uberon_0003662,uberon_0001007,uberon_0002368,uberon_0000006,uberon_0001264,uberon_0002315
mgi:97602	prkcz	ensmusg00000029053	uberon_0001959,uberon_0002104,uberon_0002405,uberon_0000019,uberon_0001798,uberon_0001211,uberon_0001802,uberon_0001249,uberon_0010386,uberon_0002390,uberon_0002106,uberon_0001251
mgi:3720263	tg(gt(rosa)26sor-bche*g117h)844loc	not_found	uberon_0000468,uberon_0001044,uberon_0001007,uberon_0010243
mgi:1203517	birc5	ensmusg00000017716	uberon_0000088,uberon_0000358,uberon_0000014,uberon_0006265,uberon_0002405,uberon_0000087,uberon_0004345,uberon_0000090,uberon_0008853,uberon_0002390,uberon_0001987,uberon_0002370,uberon_0002125,uberon_0002416,uberon_0000922,uberon_0003988,uberon_0005291,uberon_0004716,uberon_0000029
mgi:109515	sftpd	ensmusg00000021795	uberon_0008826,uberon_0002299,uberon_0002405,uberon_0004821,uberon_0006524,uberon_0004177,uberon_0004893,uberon_0002048,uberon_0002390,uberon_0008870,uberon_0008874,uberon_0000468,uberon_0001004
mgi:3802582	tg(krt5-tgfb1)f2020xjw	not_found	uberon_0004177,uberon_0002405,uberon_0002416,uberon_0010402,uberon_0001981,uberon_0004535,uberon_0004716,uberon_0000014,uberon_0000076,uberon_0002067,uberon_0002390,uberon_0002069,uberon_0002026,uberon_0002027,uberon_0000922,uberon_0000924,uberon_0001003
mgi:1196412	tnpo3	ensmusg00000012535	uberon_0000922
mgi:3802586	tg(camk2a-crem)i15endo	not_found	uberon_0001016
mgi:109514	cstb	ensmusg00000005054	uberon_0000383,uberon_0000955,uberon_0000019,uberon_0002405,uberon_0002028,uberon_0001801,uberon_0002129,uberon_0001895,uberon_0002037,uberon_0000964,uberon_0001016,uberon_0001577,uberon_0002956,uberon_0002104
mgi:1915426	fam212a	ensmusg00000042106	uberon_0002384,uberon_0003128,uberon_0000955,uberon_0000990,uberon_0000468
mgi:3785492	tg(ins2-e3*309)5dvs	not_found	uberon_0002405
mgi:5706721	tg(col1a1-tk*)#rowe	not_found	uberon_0000440,uberon_0001474,uberon_0002405,uberon_0002483,uberon_0008867,uberon_0002390,uberon_0002106,uberon_0001434
mgi:2146808	safb2	ensmusg00000042625	uberon_0000079,uberon_0000473,uberon_0004813,uberon_0004054,uberon_0001343,uberon_0005399
mgi:109517	sftpc	ensmusg00000022097	uberon_0002299,uberon_0002405,uberon_0004535,uberon_0004821,uberon_0006524,uberon_0000019,uberon_0000114,uberon_0004893,uberon_0002048,uberon_0008870,uberon_0002104,uberon_0008874,uberon_0000468,uberon_0002185,uberon_0001004,uberon_0003512,uberon_0000990,uberon_0002031
mgi:102564	pou3f3	ensmusg00000045515	uberon_0001708,uberon_0002113,uberon_0011156,uberon_0001703,uberon_0005944,uberon_0000349,uberon_0001687,uberon_0000956,uberon_0000955,uberon_0001292,uberon_0001690,uberon_0001871,uberon_0001694,uberon_0001695,uberon_0002105,uberon_0002517,uberon_0001756,uberon_0001678,uberon_0003700,uberon_0001890,uberon_0001893,uberon_0001288,uberon_0001285,uberon_0001683,uberon_0007811,uberon_0001008,uberon_0001869,uberon_0001688,uberon_0001684,uberon_0003960,uberon_0003128,uberon_0002421,uberon_0001434
mgi:109516	sftpb	ensmusg00000103879	uberon_0008826,uberon_0002299,uberon_0000014,uberon_0001004,uberon_0002048,uberon_0004821,uberon_0006524,uberon_0008870,uberon_0008874
mgi:1922908	pabpc1l	ensmusg00000054582	uberon_0000474,uberon_0003975,uberon_0000468,uberon_0000037,uberon_0000036,uberon_0002390,uberon_0000992,uberon_0005398
mgi:3697196	vmmt8	not_found	uberon_0005944,uberon_0002412,uberon_0001434
mgi:3664021	tg(myh6-lef1)2tfo	not_found	uberon_0000383,uberon_0004535,uberon_0000948,uberon_0004784,uberon_0002084,uberon_0001630,uberon_0002080
mgi:2178429	zfp366	ensmusg00000050919	uberon_0001708,uberon_0002544,uberon_0011156,uberon_0002405,uberon_0004535,uberon_0002113,uberon_0002094,uberon_0001456,uberon_0000056,uberon_0000019,uberon_0000033,uberon_0001224,uberon_0002370,uberon_0002101,uberon_0005944,uberon_0002390,uberon_0002470,uberon_0000948,uberon_0000947,uberon_0007811,uberon_0002082,uberon_0001008,uberon_0002104,uberon_0003457,uberon_0003128,uberon_0004666,uberon_0001434,uberon_0006333
mgi:2442115	wdr59	ensmusg00000031959	uberon_0000922,uberon_0004716
mgi:103215	ssic1	not_found	uberon_0001007
mgi:3513288	chohr3	not_found	uberon_0002390,uberon_0001008
mgi:3576357	tg(ins2*y16a)1ell	not_found	uberon_0002405
mgi:2686912	obq19	not_found	uberon_0000468
mgi:1919522	dnajc24	ensmusg00000027166	uberon_0000922,uberon_0004716,uberon_0002544,uberon_0002101,uberon_0002470
mgi:1354962	copb2	ensmusg00000032458	uberon_0001869,uberon_0001893,uberon_0001890,uberon_0000922,uberon_0000956,uberon_0000955,uberon_0001016
mgi:1354963	dkkl1	ensmusg00000030792	uberon_0000079,uberon_0000473,uberon_0004054,uberon_0005399,uberon_0001434
mgi:1354961	synj1	ensmusg00000022973	uberon_0000019,uberon_0001798,uberon_0000468,uberon_0001802,uberon_0001016,uberon_0002104
mgi:104841	cpox	ensmusg00000022742	uberon_0002405,uberon_0002444,uberon_0000019,uberon_0004716,uberon_0002390,uberon_0005417,uberon_0002104,uberon_0002101,uberon_0001049,uberon_0000922,uberon_0002539,uberon_0000965,uberon_0007811,uberon_0002106,uberon_0001801,uberon_0001250
mgi:3764733	tg(th-snca*)1.2ccs	not_found	uberon_0000955,uberon_0001016
mgi:4438945	tg(rnu6-egfp,-rnai:dpp7)#bhub	not_found	uberon_0010412,uberon_0000178,uberon_0002107,uberon_0003427,uberon_0002423
mgi:104848	inpp1	ensmusg00000026102	uberon_0002405,uberon_0000468,uberon_0002390
mgi:104849	cd55b	ensmusg00000026401	uberon_0002405,uberon_0004177,uberon_0000468,uberon_0002390
mgi:2656129	hlb125	not_found	uberon_0001013,uberon_0000468
mgi:2144529	cnot6	ensmusg00000020362	uberon_0005944,uberon_0002414,uberon_0002228,uberon_0004451,uberon_0003252,uberon_0002091,uberon_0001434
mgi:4456268	tg(krt5-ikbkb)2armz	not_found	uberon_0001708,uberon_0001091,uberon_0011156,uberon_0002405,uberon_0002530,uberon_0001037,uberon_0002073,uberon_0001456,uberon_0000019,uberon_0000014,uberon_0002067,uberon_0002390,uberon_0002104,uberon_0005944,uberon_0010166,uberon_0000033,uberon_0001711,uberon_0002416,uberon_0001992,uberon_0001003,uberon_0007811,uberon_0000165,uberon_0011932,uberon_0003457,uberon_0003128,uberon_0001434
mgi:4456267	tg(krt5-ikbkb)1armz	not_found	uberon_0001708,uberon_0001091,uberon_0002530,uberon_0000014,uberon_0010166,uberon_0011156,uberon_0001456,uberon_0002405,uberon_0000165,uberon_0002416,uberon_0005944,uberon_0003457,uberon_0003128,uberon_0000033,uberon_0001037,uberon_0007811,uberon_0001434
mgi:5562869	ahlg	not_found	uberon_0002495,uberon_0000468,uberon_0002516,uberon_0002091,uberon_0001434
mgi:5009687	tg(pbsn-fgfr2/fkbp1a)#dmsp	not_found	uberon_0002530
mgi:1333825	dgat1	ensmusg00000022555	uberon_0000474,uberon_0001765,uberon_0001037,uberon_0000014,uberon_0001911,uberon_0001913,uberon_0001912,uberon_0003214,uberon_0008974,uberon_0002416,uberon_0000468,uberon_0001007,uberon_0002107,uberon_0001003,uberon_0012282,uberon_0010166,uberon_0002423
mgi:1333822	itpka	ensmusg00000027296	uberon_0001016
mgi:2654325	gba2	ensmusg00000028467	uberon_0000079,uberon_0000473,uberon_0004813,uberon_0004054,uberon_0000468,uberon_0001343,uberon_0005399
mgi:3789984	tg(camk2a-gpr85)1mima	not_found	uberon_0001869,uberon_0001893,uberon_0001890,uberon_0000468,uberon_0000956,uberon_0000955,uberon_0001016
mgi:102663	kcnd2	ensmusg00000060882	uberon_0001016,uberon_0002416
mgi:2137239	c10bw2	not_found	uberon_0000468
mgi:3578428	hlb413	not_found	uberon_0001004
mgi:5770787	tg(cag-trim29)adims	not_found	uberon_0001008,uberon_0001255
mgi:1921173	tmco1	ensmusg00000052428	uberon_0001456,uberon_0000209,uberon_0005944,uberon_0000955,uberon_0011156,uberon_0003685,uberon_0000033,uberon_0004086,uberon_0001703,uberon_0000468,uberon_0007811,uberon_0001681,uberon_0003128,uberon_0001434,uberon_0006333
mgi:3510557	tg(appsw)40btla	not_found	uberon_0000012
mgi:88515	cryaa	ensmusg00000024041	uberon_0000019,uberon_0001804,uberon_0001803,uberon_0001801,uberon_0000965,uberon_0002104,uberon_0002444
