mgi_id	gene_name	ensemble_id	uberon_annotations
mgi:1890646	nek8	ensmusg00000017405	uberon_0001232,uberon_0002113,uberon_0002168,uberon_0001225,uberon_0002167,uberon_0004535,uberon_0001004,uberon_0000362,uberon_0000948,uberon_0002075,uberon_0001285,uberon_0001287,uberon_0005989,uberon_0002080,uberon_0001008
mgi:1890647	fign	ensmusg00000075324	uberon_0001708,uberon_0002544,uberon_0011156,uberon_0002405,uberon_0010409,uberon_0001981,uberon_0004535,uberon_0002416,uberon_0000955,uberon_0002091,uberon_0004004,uberon_0001456,uberon_0003951,uberon_0003950,uberon_0004716,uberon_0000014,uberon_0002067,uberon_0006812,uberon_0000033,uberon_0001817,uberon_0001447,uberon_0002105,uberon_0001750,uberon_0002101,uberon_0001716,uberon_0005944,uberon_0001711,uberon_0002470,uberon_0002028,uberon_0000922,uberon_0002129,uberon_0001895,uberon_0001007,uberon_0001818,uberon_0000965,uberon_0000964,uberon_0007830,uberon_0007833,uberon_0007811,uberon_0006673,uberon_0001846,uberon_0001843,uberon_0004187,uberon_0002104,uberon_0000019,uberon_0000966,uberon_0001849,uberon_0000165,uberon_0001684,uberon_0001801,uberon_0011932,uberon_0003128,uberon_0005291,uberon_0002037,uberon_0000990,uberon_0001802,uberon_0010243,uberon_0001690,uberon_0001434
mgi:1890645	nek7	ensmusg00000026393	uberon_0000475,uberon_0002405,uberon_0002390,uberon_0000922,uberon_0000990,uberon_0002104
mgi:102579	nmt1	ensmusg00000020936	uberon_0002405,uberon_0000922,uberon_0002390,uberon_0002370
mgi:94890	dhfr	ensmusg00000021707	uberon_0000383,uberon_0000323,uberon_0000014,uberon_0002405,uberon_0002416,uberon_0004237,uberon_0004716,uberon_0004535,uberon_0002390,uberon_0002107,uberon_0002106,uberon_0001981,uberon_0001630,uberon_0002423
mgi:1313271	stk16	ensmusg00000026201	uberon_0001013,uberon_0002390
mgi:2660661	dcm	not_found	uberon_0001771,uberon_0002104,uberon_0000019,uberon_0003951,uberon_0001768,uberon_0001769,uberon_0001802,uberon_0000468,uberon_0000966,uberon_0000965,uberon_0000964,uberon_0001801,uberon_0011892,uberon_0002444,uberon_0003098
mgi:2153568	sp7	ensmusg00000060284	uberon_0005944,uberon_0002412,uberon_0002483,uberon_0000014,uberon_0003461,uberon_0002228,uberon_0001004,uberon_0002428,uberon_0001434,uberon_0003252,uberon_0001105,uberon_0002091,uberon_0002101
mgi:95896	h2-d1	ensmusg00000073411	uberon_0001016,uberon_0002390,uberon_0002405
mgi:5792229	mpc256h	not_found	uberon_0009748
mgi:97369	nppc	ensmusg00000026241	uberon_0000473,uberon_0000979,uberon_0002091,uberon_0001016,uberon_0000079,uberon_0000012,uberon_0006771,uberon_0006772,uberon_0001446,uberon_0002516,uberon_0002103,uberon_0005944,uberon_0002412,uberon_0003823,uberon_0000468,uberon_0007812,uberon_0007811,uberon_0004054,uberon_0003457,uberon_0003128,uberon_0005399,uberon_0001434
mgi:2178473	bbaa12	not_found	uberon_0002405
mgi:2178472	bbaa11	not_found	uberon_0002405
mgi:2178471	bbaa10	not_found	uberon_0002405
mgi:97368	nppb	ensmusg00000029019	uberon_0000383,uberon_0002349,uberon_0002082,uberon_0004535,uberon_0004493,uberon_0000948,uberon_0001630
mgi:1914872	mxra7	ensmusg00000020814	uberon_0002405,uberon_0002091,uberon_0003823,uberon_0000468,uberon_0000979,uberon_0001004,uberon_0002390,uberon_0002106,uberon_0002103,uberon_0001434
mgi:2178476	bbaa14	not_found	uberon_0002390,uberon_0002405
mgi:1351343	grm6	ensmusg00000000617	uberon_0001771,uberon_0000019,uberon_0001768,uberon_0001769,uberon_0001801,uberon_0004535,uberon_0000965,uberon_0000948,uberon_0011892,uberon_0002104,uberon_0001016
mgi:102667	pmp2	ensmusg00000052468	uberon_0001016
mgi:2150037	mta1	ensmusg00000021144	uberon_0005944,uberon_0002104,uberon_0001095,uberon_0000019,uberon_0006068,uberon_0000468,uberon_0001802,uberon_0000026,uberon_0000966,uberon_0004451,uberon_0002390,uberon_0007812,uberon_0001094,uberon_0002414,uberon_0001434,uberon_0003951
mgi:3574660	sp9	ensmusg00000068859	uberon_0010011,uberon_0001890,uberon_0001893,uberon_0000468,uberon_0002435,uberon_0000955,uberon_0001016
mgi:1351655	shroom3	ensmusg00000029381	uberon_0005944,uberon_0000955,uberon_0001456,uberon_0002384,uberon_0001049,uberon_0000922,uberon_0004716,uberon_0001703,uberon_0000309,uberon_0000160,uberon_0001007,uberon_0003457,uberon_0003128,uberon_0000033,uberon_0002107,uberon_0007811,uberon_0001434,uberon_0002423
mgi:1914878	anp32b	ensmusg00000028333	uberon_0001456,uberon_0004535,uberon_0001155,uberon_0001130,uberon_0000955,uberon_0000056,uberon_0000059,uberon_0000033,uberon_0002105,uberon_0005944,uberon_0001690,uberon_0000468,uberon_0001007,uberon_0001004,uberon_0007811,uberon_0004086,uberon_0001008,uberon_0001846,uberon_0000165,uberon_0000160,uberon_0001434
mgi:1096349	ptprq	ensmusg00000035916	uberon_0002295,uberon_0001016,uberon_0002499,uberon_0001690,uberon_0000012,uberon_0006937,uberon_0002105,uberon_0002227,uberon_0005944,uberon_0005236,uberon_0007811,uberon_0001846,uberon_0001844,uberon_0001849,uberon_0003457,uberon_0003128,uberon_0012449,uberon_0001434
mgi:5430733	mut873	not_found	uberon_0005944,uberon_0000922,uberon_0003457,uberon_0003128,uberon_0007811,uberon_0001434
mgi:94896	dio1	ensmusg00000034785	uberon_0001988,uberon_0000468,uberon_0001007,uberon_0002046,uberon_0001008
mgi:1096341	e2f2	ensmusg00000018983	uberon_0001959,uberon_0002113,uberon_0002405,uberon_0001229,uberon_0002416,uberon_0000014,uberon_0000074,uberon_0002107,uberon_0005777,uberon_0001004,uberon_0010166,uberon_0002390,uberon_0001037,uberon_0001285,uberon_0002106,uberon_0001225,uberon_0002423,uberon_0001008
mgi:1096340	e2f3	ensmusg00000016477	uberon_0010166,uberon_0002405,uberon_0004716,uberon_0002416,uberon_0000323,uberon_0004535,uberon_0002048,uberon_0001004,uberon_0001037,uberon_0001347
mgi:1096343	lhx8	ensmusg00000096225	uberon_0000955,uberon_0010011,uberon_0001456,uberon_0003216,uberon_0001716,uberon_0001890,uberon_0001893,uberon_0000468,uberon_0001007,uberon_0005383,uberon_0000033,uberon_0007811,uberon_0000165,uberon_0002435
mgi:1096342	rhoa	ensmusg00000007815	uberon_0001049,uberon_0002298,uberon_0002390,uberon_0000922,uberon_0004716,uberon_0002384,uberon_0003128,uberon_0004060,uberon_0001891,uberon_0000955,uberon_0001016
mgi:2388295	tg(sod1*g85r)74dwc	not_found	uberon_0000383,uberon_0000475,uberon_0000468,uberon_0003663
mgi:1096344	ampd3	ensmusg00000005686	uberon_0002405,uberon_0001004,uberon_0002390
mgi:1096347	sema3f	ensmusg00000034684	uberon_0001473,uberon_0002405,uberon_0000935,uberon_0000349,uberon_0000955,uberon_0002091,uberon_0001016,uberon_0003544,uberon_0001013,uberon_0000019,uberon_0001690,uberon_0001871,uberon_0000012,uberon_0002228,uberon_0003252,uberon_0001644,uberon_0002042,uberon_0002105,uberon_0002104,uberon_0001899,uberon_0005944,uberon_0006558,uberon_0002416,uberon_0001890,uberon_0001893,uberon_0001894,uberon_0000468,uberon_0001705,uberon_0000965,uberon_0001643,uberon_0001869,uberon_0001801,uberon_0001904,uberon_0002421,uberon_0001434
mgi:5430735	mut921	not_found	uberon_0005944,uberon_0000922,uberon_0003457,uberon_0003128,uberon_0007811,uberon_0001434
mgi:1860137	gp9	ensmusg00000030054	uberon_0002390
mgi:3720077	tg(app-app*r609d*k612e)7vln	not_found	uberon_0001016
mgi:5646288	b2b2966clo	not_found	uberon_0001231,uberon_0002544,uberon_0002405,uberon_0002012,uberon_0004535,uberon_0002113,uberon_0002094,uberon_0000955,uberon_0007811,uberon_0000019,uberon_0001690,uberon_0001691,uberon_0001285,uberon_0002101,uberon_0002168,uberon_0001508,uberon_0000033,uberon_0002105,uberon_0002104,uberon_0002370,uberon_0002167,uberon_0002390,uberon_0002470,uberon_0000468,uberon_0006207,uberon_0001004,uberon_0000948,uberon_0007812,uberon_0000947,uberon_0005989,uberon_0002082,uberon_0001008,uberon_0001443,uberon_0002384,uberon_0003128,uberon_0002224,uberon_0001534
mgi:1195976	elovl3	ensmusg00000038754	uberon_0011932,uberon_0000014,uberon_0010166,uberon_0000019,uberon_0001711,uberon_0002405,uberon_0000922,uberon_0004716,uberon_0002027,uberon_0001037,uberon_0000924,uberon_0002073,uberon_0001003,uberon_0001821,uberon_0002069,uberon_0002104,uberon_0002416,uberon_0000076
mgi:3817302	rgsc1677	not_found	uberon_0002104,uberon_0000019
mgi:5430041	b2b243.2clo	not_found	uberon_0001224,uberon_0002113,uberon_0000056,uberon_0001008
mgi:5446151	b2b1835clo	not_found	uberon_0000383,uberon_0004535,uberon_0000948,uberon_0000947,uberon_0005989,uberon_0001630,uberon_0004666
mgi:5446150	b2b1801clo	not_found	uberon_0004573,uberon_0002423,uberon_0001443,uberon_0005989,uberon_0001072,uberon_0004535,uberon_0001508,uberon_0000948,uberon_0002107,uberon_0002094,uberon_0000947,uberon_0002078,uberon_0002082,uberon_0004666,uberon_0004667
mgi:5446153	b2b1941clo	not_found	uberon_0001708,uberon_0002113,uberon_0011156,uberon_0002012,uberon_0004535,uberon_0001456,uberon_0004573,uberon_0000056,uberon_0000019,uberon_0002405,uberon_0001508,uberon_0005953,uberon_0002048,uberon_0002146,uberon_0000033,uberon_0001224,uberon_0002370,uberon_0005944,uberon_0002390,uberon_0001043,uberon_0006207,uberon_0001007,uberon_0001004,uberon_0000948,uberon_0000947,uberon_0007811,uberon_0002080,uberon_0001008,uberon_0002104,uberon_0000165,uberon_0003512,uberon_0003457,uberon_0003128,uberon_0005989,uberon_0003126,uberon_0001434
mgi:5446152	b2b1854clo	not_found	uberon_0001456,uberon_0002012,uberon_0000165,uberon_0006207,uberon_0001007,uberon_0004535,uberon_0001834,uberon_0000948,uberon_0000033,uberon_0000947,uberon_0007811
mgi:1888527	apba3	ensmusg00000004931	uberon_0002405,uberon_0002390
mgi:1858317	timm23	ensmusg00000013701	uberon_0005944,uberon_0010166,uberon_0002416,uberon_0000922,uberon_0001434,uberon_0001130,uberon_0001037
mgi:1888520	brd4	ensmusg00000024002	uberon_0001708,uberon_0011156,uberon_0000087,uberon_0000079,uberon_0007811,uberon_0000473,uberon_0000019,uberon_0004716,uberon_0000014,uberon_0002397,uberon_0002067,uberon_0002107,uberon_0002104,uberon_0000358,uberon_0005944,uberon_0002244,uberon_0002416,uberon_0000922,uberon_0001301,uberon_0000965,uberon_0001003,uberon_0001000,uberon_0001343,uberon_0001280,uberon_0004544,uberon_0001681,uberon_0004054,uberon_0001684,uberon_0001801,uberon_0003128,uberon_0005399,uberon_0004647,uberon_0001434,uberon_0002423
mgi:1923097	ispd	ensmusg00000043153	uberon_0002240,uberon_0002318,uberon_0004170,uberon_0001004,uberon_0005373
mgi:1923091	rnf139	ensmusg00000037075	uberon_0002107,uberon_0002423,uberon_0002405
mgi:1914740	ufl1	ensmusg00000040359	uberon_0002405,uberon_0000922,uberon_0004716,uberon_0002390,uberon_0002107,uberon_0001013,uberon_0002423
mgi:1929639	tg(trp53r172l)4491jmr	not_found	uberon_0011932,uberon_0008974,uberon_0002416,uberon_0000014,uberon_0002073,uberon_0001911,uberon_0006003
mgi:3808027	rgsc900	not_found	uberon_0002390
mgi:2669967	tmgc21	not_found	uberon_0001037,uberon_0000014,uberon_0010166,uberon_0002416
mgi:5644540	ossc3	not_found	uberon_0001434
mgi:2681987	hbmd	not_found	uberon_0001474,uberon_0001434
mgi:1351658	abcf1	ensmusg00000038762	uberon_0000922
mgi:3056381	tg(sv)419bri	not_found	uberon_0002530,uberon_0002113,uberon_0001008
mgi:2149680	skull1	not_found	uberon_0003457,uberon_0003128,uberon_0007811,uberon_0005944,uberon_0001434
mgi:2149681	skull2	not_found	uberon_0003457,uberon_0005944,uberon_0007811,uberon_0003128,uberon_0001434
mgi:2149682	skull3	not_found	uberon_0003457,uberon_0005944,uberon_0007811,uberon_0003128,uberon_0001434
mgi:4415608	tg(pgk1-flpo)10sykr	not_found	uberon_0000014,uberon_0002416
mgi:2149685	skull5	not_found	uberon_0003457,uberon_0003128,uberon_0007811,uberon_0005944,uberon_0001434
mgi:2149686	skull6	not_found	uberon_0003457,uberon_0005944,uberon_0007811,uberon_0003128,uberon_0001434
mgi:2149688	skull7	not_found	uberon_0003457,uberon_0003128,uberon_0007811,uberon_0005944,uberon_0001434
mgi:4415605	tg(prnp-itm2b*)1ruvi	not_found	uberon_0011362,uberon_0003499,uberon_0004535,uberon_0000955,uberon_0002028,uberon_0001890,uberon_0001893,uberon_0002129,uberon_0001895,uberon_0000468,uberon_0001869,uberon_0002979,uberon_0002037
mgi:4440921	tg(eno2-mfn2*r94q)l51ugfm	not_found	uberon_0001016
mgi:1927593	ptges	ensmusg00000050737	uberon_0002416,uberon_0002405,uberon_0001981,uberon_0004535,uberon_0002390
mgi:1923670	pifo	ensmusg00000010136	uberon_0000079,uberon_0004341,uberon_0000922,uberon_0004716,uberon_0004535,uberon_0000948,uberon_0003062
mgi:1927596	gprc5b	ensmusg00000008734	uberon_0000079,uberon_0004054,uberon_0001301
mgi:3047106	cal6	not_found	uberon_0011933,uberon_0001037,uberon_0010166,uberon_0002416
mgi:105107	p2ry2	ensmusg00000032860	uberon_0000383,uberon_0004237,uberon_0001981,uberon_0004535,uberon_0000178,uberon_0001630
mgi:3790482	tg(tcrbbl17)1lmor	not_found	uberon_0000982,uberon_0001434,uberon_0002405
mgi:3790487	in(5)30rk	not_found	uberon_0000990
mgi:3767807	tg(acta1-ucp3)1clap	not_found	uberon_0010412,uberon_0003427,uberon_0000468
mgi:3790484	mirc1	not_found	uberon_0002544,uberon_0003221,uberon_0001456,uberon_0002405,uberon_0002413,uberon_0002299,uberon_0004535,uberon_0002094,uberon_0006524,uberon_0002390,uberon_0002091,uberon_0002347,uberon_0004716,uberon_0002048,uberon_0000033,uberon_0002106,uberon_0000982,uberon_0002103,uberon_0008874,uberon_0005944,uberon_0002414,uberon_0002470,uberon_0000922,uberon_0003823,uberon_0001007,uberon_0001004,uberon_0000948,uberon_0007811,uberon_0002080,uberon_0003252,uberon_0000165,uberon_0002102,uberon_0001434,uberon_0001435
mgi:104749	osm	ensmusg00000058755	uberon_0000044,uberon_0002416,uberon_0000012,uberon_0002390
mgi:104748	peg3	ensmusg00000002265	uberon_0000079,uberon_0001898,uberon_0000473,uberon_0001890,uberon_0000922,uberon_0004054,uberon_0001894,uberon_0000349,uberon_0000955,uberon_0005399
mgi:1347360	cul3	ensmusg00000004364	uberon_0000088,uberon_0001987,uberon_0004535,uberon_0004573,uberon_0004345,uberon_0004716,uberon_0004366,uberon_0008853,uberon_0000178,uberon_0001630,uberon_0000358,uberon_0006265,uberon_0000922,uberon_0002107,uberon_0000947,uberon_0000383,uberon_0004237,uberon_0004663,uberon_0000305,uberon_0002423
mgi:3800488	rgsc393	not_found	uberon_0002390
mgi:104742	kcnj3	ensmusg00000026824	uberon_0000079,uberon_0001474,uberon_0004054,uberon_0001301,uberon_0004535,uberon_0001434
mgi:104741	nfkbia	ensmusg00000021025	uberon_0002405,uberon_0001211,uberon_0002416,uberon_0001959,uberon_0004716,uberon_0000014,uberon_0000076,uberon_0004042,uberon_0002390,uberon_0002370,uberon_0002069,uberon_0002025,uberon_0002026,uberon_0002027,uberon_0000922,uberon_0000924,uberon_0001003,uberon_0002106,uberon_0005196,uberon_0001251
mgi:104740	ppara	ensmusg00000022383	uberon_0000014,uberon_0002405,uberon_0002349,uberon_0001981,uberon_0004535,uberon_0002416,uberon_0002190,uberon_0004638,uberon_0004716,uberon_0003428,uberon_0000076,uberon_0004493,uberon_0000178,uberon_0001630,uberon_0002069,uberon_0002027,uberon_0000922,uberon_0000924,uberon_0002107,uberon_0001003,uberon_0000948,uberon_0006003,uberon_0003427,uberon_0001280,uberon_0001347,uberon_0000383,uberon_0002072,uberon_0004647,uberon_0002423
mgi:3800482	tg(tcradn32d3)#alhn	not_found	uberon_0002405,uberon_0002390,uberon_0002370
mgi:104745	sez6	ensmusg00000000632	uberon_0001016
mgi:104744	kcnj2	ensmusg00000041695	uberon_0001708,uberon_0011156,uberon_0001981,uberon_0004535,uberon_0001456,uberon_0000014,uberon_0002397,uberon_0000033,uberon_0001630,uberon_0001716,uberon_0005944,uberon_0003216,uberon_0001007,uberon_0001004,uberon_0007811,uberon_0000383,uberon_0004237,uberon_0000165,uberon_0003128,uberon_0001434
mgi:98623	tcrg	not_found	uberon_0002390,uberon_0002405,uberon_0002370,uberon_0002416,uberon_0002106
mgi:98625	tcrg-c1	ensmusg00000076749	uberon_0002390,uberon_0002405,uberon_0004177
mgi:5319687	tg(kap-ppara/agt)562dpo	not_found	uberon_0002113,uberon_0001008
mgi:2385096	pprc1	ensmusg00000055491	uberon_0000358,uberon_0000922,uberon_0004716,uberon_0005291,uberon_0000087
mgi:2385095	lzts2	ensmusg00000035342	uberon_0001231,uberon_0000474,uberon_0000080,uberon_0000084,uberon_0000079,uberon_0000056,uberon_0003975,uberon_0004716,uberon_0000074,uberon_0001229,uberon_0001225,uberon_0001224,uberon_0002247,uberon_0000922,uberon_0001285,uberon_0001008,uberon_0010147,uberon_0004054,uberon_0000998,uberon_0005291,uberon_0003074,uberon_0002365,uberon_0000995
mgi:2446854	adgrg2	ensmusg00000031298	uberon_0000079,uberon_0000473,uberon_0004054,uberon_0001301,uberon_0000468,uberon_0006946,uberon_0001343,uberon_0005399
mgi:1100520	twf1	ensmusg00000022451	uberon_0000014,uberon_0000468,uberon_0002416
mgi:1333879	ap3b1	ensmusg00000021686	uberon_0000474,uberon_0002299,uberon_0002298,uberon_0002405,uberon_0001459,uberon_0004535,uberon_0002113,uberon_0006524,uberon_0000956,uberon_0001037,uberon_0000955,uberon_0001016,uberon_0003544,uberon_0007811,uberon_0008874,uberon_0000019,uberon_0001690,uberon_0001691,uberon_0001285,uberon_0002048,uberon_0000033,uberon_0000922,uberon_0002105,uberon_0002104,uberon_0002436,uberon_0002021,uberon_0010166,uberon_0001926,uberon_0002416,uberon_0001890,uberon_0001891,uberon_0002314,uberon_0001893,uberon_0001894,uberon_0001897,uberon_0003299,uberon_0000965,uberon_0001004,uberon_0007812,uberon_0001287,uberon_0001008,uberon_0001869,uberon_0002390,uberon_0001801,uberon_0001945,uberon_0000026,uberon_0002259,uberon_0004716,uberon_0001908
mgi:1333878	xirp1	ensmusg00000079243	uberon_0000383,uberon_0002351,uberon_0002082,uberon_0000468,uberon_0004535,uberon_0000948,uberon_0001630,uberon_0001083,uberon_0002511
mgi:96885	ly9	ensmusg00000004707	uberon_0002390,uberon_0002405
mgi:2685104	akap5	ensmusg00000021057	uberon_0000016,uberon_0000468,uberon_0001007,uberon_0002368,uberon_0001016,uberon_0000006,uberon_0001264
mgi:3770246	tg(ins2-chrm3*)1jwe	not_found	uberon_0000016,uberon_0002368,uberon_0001264,uberon_0000178
mgi:1888388	h2afz	ensmusg00000037894	uberon_0000358,uberon_0000922,uberon_0004716
mgi:1333870	ate1	ensmusg00000030850	uberon_0002113,uberon_0000473,uberon_0002012,uberon_0005944,uberon_0007808,uberon_0001130,uberon_0002094,uberon_0000955,uberon_0001016,uberon_0000079,uberon_0007811,uberon_0004716,uberon_0000014,uberon_0004493,uberon_0001008,uberon_0001630,uberon_0010166,uberon_0002416,uberon_0001037,uberon_0000468,uberon_0006207,uberon_0001007,uberon_0000948,uberon_0002081,uberon_0000947,uberon_0002082,uberon_0002085,uberon_0001347,uberon_0000383,uberon_0001348,uberon_0001083,uberon_0004054,uberon_0004535,uberon_0003457,uberon_0003128,uberon_0005399,uberon_0001434
mgi:1333877	gpr50	ensmusg00000056380	uberon_0001690,uberon_0000468,uberon_0002105,uberon_0001013
mgi:1333875	babam2	ensmusg00000052139	uberon_0001474,uberon_0001434
mgi:1333874	dedd	ensmusg00000013973	uberon_0000079,uberon_0002113,uberon_0000955,uberon_0000473,uberon_0002405,uberon_0004054,uberon_0000468,uberon_0004535,uberon_0002048,uberon_0001004,uberon_0000948,uberon_0002390,uberon_0002107,uberon_0002106,uberon_0002423,uberon_0005399,uberon_0001008
mgi:109249	adamts1	ensmusg00000022893	uberon_0000474,uberon_0002113,uberon_0001236,uberon_0000362,uberon_0001013,uberon_0000056,uberon_0003975,uberon_0009972,uberon_0004200,uberon_0001228,uberon_0009917,uberon_0001008,uberon_0003982,uberon_0000468,uberon_0001225,uberon_0006517,uberon_0001224,uberon_0002369,uberon_0000992,uberon_0005398,uberon_0000995
mgi:109248	chrm5	ensmusg00000074939	uberon_0000383,uberon_0004237,uberon_0010243,uberon_0001981,uberon_0001007,uberon_0004535,uberon_0001044,uberon_0001630,uberon_0001016
mgi:5471520	mut1679	not_found	uberon_0000026,uberon_0005944,uberon_0001456,uberon_0002416,uberon_0000922,uberon_0000165,uberon_0000014,uberon_0001007,uberon_0003457,uberon_0003128,uberon_0000033,uberon_0007812,uberon_0007811,uberon_0001434
mgi:1918035	dennd1c	ensmusg00000002668	uberon_0005944,uberon_0002347,uberon_0002228,uberon_0004451,uberon_0003252,uberon_0002091,uberon_0001434
mgi:109244	sema4d	ensmusg00000021451	uberon_0002405,uberon_0004535,uberon_0002390,uberon_0002091,uberon_0001959,uberon_0002228,uberon_0004042,uberon_0003252,uberon_0002106,uberon_0005944,uberon_0000948,uberon_0005196,uberon_0001434
mgi:109247	ddit3	ensmusg00000025408	uberon_0000955,uberon_0002390,uberon_0002405,uberon_0000468,uberon_0002107,uberon_0001013,uberon_0001016,uberon_0002423
mgi:105923	ednra	ensmusg00000031616	uberon_0001691,uberon_0002012,uberon_0003107,uberon_0002094,uberon_0002491,uberon_0004716,uberon_0002492,uberon_0002397,uberon_0003278,uberon_0004089,uberon_0002390,uberon_0001088,uberon_0004655,uberon_0004657,uberon_0003066,uberon_0005944,uberon_0000165,uberon_0005396,uberon_0010243,uberon_0004666,uberon_0001456,uberon_0001723,uberon_0001690,uberon_0001567,uberon_0001697,uberon_0001694,uberon_0001508,uberon_0001758,uberon_0001756,uberon_0001736,uberon_0007811,uberon_0001689,uberon_0001688,uberon_0002218,uberon_0001683,uberon_0001682,uberon_0001685,uberon_0001684,uberon_0001687,uberon_0010190,uberon_0003128,uberon_0004103,uberon_0003123,uberon_0003120,uberon_0003121,uberon_0001708,uberon_0009679,uberon_0001703,uberon_0006428,uberon_0004362,uberon_0001645,uberon_0002048,uberon_0000033,uberon_0002517,uberon_0001630,uberon_0001496,uberon_0000922,uberon_0006207,uberon_0002489,uberon_0005291,uberon_0001534,uberon_0002500,uberon_0001434,uberon_0006333,uberon_0008199,uberon_0011156,uberon_0002405,uberon_0001098,uberon_0001647,uberon_0004535,uberon_0003679,uberon_0001016,uberon_0000019,uberon_0036247,uberon_0000012,uberon_0003117,uberon_0000401,uberon_0003115,uberon_0003114,uberon_0002105,uberon_0002104,uberon_0002370,uberon_0001678,uberon_0003700,uberon_0002416,uberon_0002418,uberon_0000375,uberon_0001677,uberon_0001007,uberon_0009680,uberon_0001004,uberon_0000948,uberon_0000947,uberon_0002082,uberon_0001008,uberon_0000383,uberon_0002488,uberon_0005440,uberon_0003966,uberon_0003960,uberon_0004649,uberon_0006721,uberon_0002364
mgi:109241	tead3	ensmusg00000002249	uberon_0002390,uberon_0002405,uberon_0004177
mgi:105925	cdo1	ensmusg00000033022	uberon_0001708,uberon_0001091,uberon_0002544,uberon_0011156,uberon_0002012,uberon_0009679,uberon_0005944,uberon_0004535,uberon_0001130,uberon_0006524,uberon_0000079,uberon_0001456,uberon_0000019,uberon_0001690,uberon_0001691,uberon_0002048,uberon_0000033,uberon_0001817,uberon_0001819,uberon_0011862,uberon_0001750,uberon_0002102,uberon_0001711,uberon_0002470,uberon_0000468,uberon_0009680,uberon_0001004,uberon_0007811,uberon_0002105,uberon_0002104,uberon_0001681,uberon_0000165,uberon_0003128,uberon_0000004,uberon_0001434
mgi:105926	rab5a	ensmusg00000017831	uberon_0004177,uberon_0002349,uberon_0002405,uberon_0000468,uberon_0004535,uberon_0002390
mgi:109242	spin1	ensmusg00000021395	uberon_0000990
mgi:5585402	xlhl	not_found	uberon_0002073,uberon_0011932,uberon_0002416,uberon_0010166,uberon_0001037
mgi:2142227	lrrk1	ensmusg00000015133	uberon_0001708,uberon_0001091,uberon_0002113,uberon_0011156,uberon_0002405,uberon_0000979,uberon_0003252,uberon_0002103,uberon_0002091,uberon_0000976,uberon_0007811,uberon_0001456,uberon_0001438,uberon_0002397,uberon_0002228,uberon_0002390,uberon_0000981,uberon_0001446,uberon_0001423,uberon_0002104,uberon_0002370,uberon_0001424,uberon_0000440,uberon_0005944,uberon_0000033,uberon_0001711,uberon_0003823,uberon_0000468,uberon_0003822,uberon_0000376,uberon_0001683,uberon_0001105,uberon_0001008,uberon_0000982,uberon_0000019,uberon_0002483,uberon_0000165,uberon_0001684,uberon_0002484,uberon_0002102,uberon_0003128,uberon_0001439,uberon_0007830,uberon_0008867,uberon_0001434,uberon_0006333
mgi:2444155	nmnat2	ensmusg00000042751	uberon_0000323,uberon_0002113,uberon_0002264,uberon_0001134,uberon_0000916,uberon_0000955,uberon_0005366,uberon_0001016,uberon_0003544,uberon_0000057,uberon_0000056,uberon_0000019,uberon_0004716,uberon_0000012,uberon_0000010,uberon_0000988,uberon_0002104,uberon_0001785,uberon_0002240,uberon_0000044,uberon_0001893,uberon_0001890,uberon_0002315,uberon_0001895,uberon_0001004,uberon_0002028,uberon_0000941,uberon_0001103,uberon_0001008,uberon_0000383,uberon_0000127,uberon_0001802,uberon_0002707,uberon_0008777,uberon_0005978,uberon_0002298,uberon_0001908,uberon_0001255
mgi:5707645	xtol	not_found	uberon_0002544,uberon_0002470,uberon_0002103,uberon_0004300
mgi:2661277	cd8mts4	not_found	uberon_0002390,uberon_0002405
mgi:3512925	fmgty8	not_found	uberon_0000376,uberon_0002103,uberon_0002091,uberon_0001434,uberon_0000981
mgi:3512926	fmgty9	not_found	uberon_0000376,uberon_0002091,uberon_0001439,uberon_0000981,uberon_0002103,uberon_0001434
mgi:3699000	tg(tagln-ager)#yon	not_found	uberon_0000383,uberon_0004535,uberon_0004237,uberon_0001981,uberon_0001630
mgi:5752851	aby	not_found	uberon_0002544,uberon_0002470,uberon_0002384,uberon_0003128,uberon_0000955,uberon_0002101
mgi:2138069	hmgn3	ensmusg00000066456	uberon_0002416,uberon_0000468,uberon_0001016
mgi:2444671	nipal4	ensmusg00000020411	uberon_0000014,uberon_0002026,uberon_0002416,uberon_0000922,uberon_0004716,uberon_0002027,uberon_0000924,uberon_0002069,uberon_0001003,uberon_0000076
mgi:1891123	kcne2	ensmusg00000039672	uberon_0001971,uberon_0000325,uberon_0001167,uberon_0001199,uberon_0000468,uberon_0001007,uberon_0002405,uberon_0006924,uberon_0002390,uberon_0000945,uberon_0002106,uberon_0011953
mgi:1891124	kcne3	ensmusg00000035165	uberon_0002405,uberon_0002349,uberon_0001690,uberon_0000160,uberon_0001007,uberon_0004535,uberon_0002369,uberon_0001004,uberon_0002105,uberon_0001016
mgi:1919935	dnajc6	ensmusg00000028528	uberon_0000990,uberon_0000468,uberon_0001016
mgi:1919936	usp24	ensmusg00000028514	uberon_0000468,uberon_0004535,uberon_0000948,uberon_0002390
mgi:2661259	pcd8ts1	not_found	uberon_0002390,uberon_0002405
mgi:1928904	mocs1	ensmusg00000064120	uberon_0011933,uberon_0006003,uberon_0001008,uberon_0000468,uberon_0002416
