Uberon_id	P-value	Term name
uberon_2007052	1.0	hyohyoideus
uberon_0010711	1.0	pelvic_fin_skeleton
uberon_0010710	1.0	pectoral_fin_skeleton
uberon_2001242	1.0	ceratobranchial_2_bone
uberon_2001241	1.0	ceratobranchial_3_bone
uberon_2001240	1.0	ceratobranchial_4_bone
uberon_0000054	1.0	macula
uberon_2007046	1.0	midbrain_hindbrain_boundary_neural_rod
uberon_2000408	1.0	periventricular_nucleus_of_caudal_tuberculum
uberon_2000976	1.0	somite_16
uberon_2000977	1.0	somite_19
uberon_2000974	1.0	somite_10
uberon_2000975	1.0	somite_13
uberon_2005000	1.0	basal_communicating_artery
uberon_0013757	1.0	capillary_blood
uberon_2002192	1.0	dorsolateral_motor_nucleus_of_vagal_nerve
uberon_2002193	1.0	dorsolateral_septum
uberon_2000978	1.0	somite_22
uberon_0004339	1.0	vault_of_skull
uberon_2005341	1.0	medial_longitudinal_catecholaminergic_tract
uberon_2005346	1.0	extrapancreatic_duct
uberon_0004749	1.0	blastodisc
uberon_0000203	1.0	pallium
uberon_2005224	1.0	yolk_larval_melanophore_stripe
uberon_2005227	1.0	protoneuromast
uberon_0004807	1.0	respiratory_system_epithelium
uberon_2005221	1.0	dorsal_larval_melanophore_stripe
uberon_2005220	1.0	larval_melanophore_stripe
uberon_2005223	1.0	lateral_larval_melanophore_stripe
uberon_0001174	1.0	common_bile_duct
uberon_0004221	1.0	intestine_smooth_muscle
uberon_0013765	1.0	digestive_system_element
uberon_0010931	1.0	intermandibularis
uberon_2001430	1.0	pneumatic_duct
uberon_2000284	1.0	subopercle
uberon_2000498	1.0	dilator_operculi
uberon_2002223	1.0	pillar_of_the_semicircular_canal
uberon_2002225	1.0	posterior_pronephric_duct
uberon_0002020	1.0	gray_matter
uberon_2001300	1.0	vagal_placode_4
uberon_0000058	1.0	duct
uberon_0005256	1.0	trunk_mesenchyme
uberon_0005253	1.0	head_mesenchyme
uberon_0034763	1.0	hindbrain_commissure
uberon_2001297	1.0	vagal_placode_1
uberon_0002323	1.0	coelemic_cavity_lumen
uberon_2001293	1.0	posterior_kidney
uberon_2001298	1.0	vagal_placode_2
uberon_2001299	1.0	vagal_placode_3
uberon_2001054	1.0	lateral_dorsal_aorta
uberon_2001055	1.0	pronephric_duct_opening
uberon_2001052	1.0	primordial_hindbrain_channel
uberon_2001051	1.0	caudal_division_of_the_internal_carotid_artery
uberon_2000633	1.0	caudal_tuberculum
uberon_2001594	1.0	caudal_fin_lower_lobe
uberon_0008229	1.0	craniocervical_region_musculature
uberon_0002289	1.0	midbrain_cerebral_aqueduct
uberon_0001854	1.0	saccule_of_membranous_labyrinth
uberon_0003104	1.0	mesenchyme
uberon_0001853	1.0	utricle_of_membranous_labyrinth
uberon_0003895	1.0	hypaxial_myotome_region
uberon_0003106	1.0	urostyle
uberon_0001628	1.0	posterior_communicating_artery
uberon_0002432	1.0	pars_intermedia_of_adenohypophysis
uberon_0003101	1.0	male_organism
uberon_0006555	1.0	excretory_tube
uberon_0001787	1.0	photoreceptor_layer_of_retina
uberon_0006553	1.0	renal_duct
uberon_0002228	1.0	rib
uberon_2001200	1.0	corpuscles_of_stannius
uberon_2005049	1.0	prosencephalic_artery
uberon_2000939	1.0	middle_lateral_line_neuromast
uberon_0002290	1.0	choroid_plexus_of_fourth_ventricle
uberon_0004376	1.0	fin_bone
uberon_0004375	1.0	bone_of_free_limb_or_fin
uberon_0005177	1.0	trunk_region_element
uberon_0011692	1.0	enameloid
uberon_0001928	1.0	preoptic_area
uberon_0005075	1.0	forebrain-midbrain_boundary
uberon_3000982	1.0	tail_external_integument_structure
uberon_2000731	1.0	somite_27
uberon_0004291	1.0	heart_rudiment
uberon_0000931	1.0	proctodeum
uberon_0001707	1.0	nasal_cavity
uberon_2007008	1.0	ventral_intermandibularis_anterior
uberon_2001472	1.0	anterior_lateral_line_neuromast
uberon_2001278	1.0	posterior_chamber_swim_bladder
uberon_2001279	1.0	branchiostegal_ray_1
uberon_2001277	1.0	anterior_chamber_swim_bladder
uberon_2001378	1.0	axial_hypoblast
uberon_0003501	1.0	retina_blood_vessel
uberon_0001638	1.0	vein
uberon_2001537	1.0	mesocoracoid_cartilage
uberon_4000174	1.0	caudal_fin_lepidotrichium
uberon_4000175	1.0	pectoral_fin_lepidotrichium
uberon_4000176	1.0	anal_fin_lepidotrichium
uberon_0001631	1.0	thoracic_duct
uberon_2000597	1.0	telencephalic_tracts
uberon_0010276	1.0	space_in_vertebral_column
uberon_0002264	1.0	olfactory_bulb
uberon_0003045	1.0	dorsal_longitudinal_fasciculus
uberon_2005316	1.0	fin_fold_pectoral_fin_bud
uberon_0003299	1.0	roof_plate_of_midbrain
uberon_2001511	1.0	interhyal_cartilage
uberon_0004852	1.0	cardiovascular_system_endothelium
uberon_2005039	1.0	anterior_lateral_mesoderm
uberon_0003100	1.0	female_organism
uberon_2001519	1.0	ceratobranchial_4_cartilage
uberon_0006603	1.0	presumptive_mesoderm
uberon_2000156	1.0	somite_20
uberon_2000157	1.0	somite_30
uberon_0002213	1.0	cartilaginous_joint
uberon_0010205	1.0	mesencephalic_vein
uberon_0002214	1.0	macula_of_utricle_of_membranous_labyrinth
uberon_0003064	1.0	intermediate_mesoderm
uberon_0011152	1.0	dorsal_hyoid_arch_skeleton
uberon_0011153	1.0	ventral_hyoid_arch_skeleton
uberon_2001157	1.0	posterior_lateral_line_primordium
uberon_2001156	1.0	posterior_lateral_line_placode
uberon_0002405	1.0	immune_system
uberon_0003861	1.0	neural_arch
uberon_2005044	1.0	optic_artery
uberon_0004535	1.0	cardiovascular_system
uberon_0004536	1.0	lymph_vasculature
uberon_0004530	1.0	bony_projection
uberon_2000857	1.0	somite_4
uberon_0005325	1.0	mesonephric_glomerulus
uberon_0012275	1.0	meso-epithelium
uberon_0015238	1.0	pineal_complex
uberon_0005283	1.0	tela_choroidea
uberon_0002067	1.0	dermis
uberon_0002062	1.0	endocardial_cushion
uberon_0002063	1.0	sinus_venosus
uberon_0002106	1.0	spleen
uberon_0002104	1.0	visual_system
uberon_0010371	1.0	ecto-epithelium
uberon_0000464	1.0	anatomical_space
uberon_0000463	1.0	organism_substance
uberon_0002318	1.0	white_matter_of_spinal_cord
uberon_0006597	1.0	quadrate_bone
uberon_0002316	1.0	white_matter
uberon_0002315	1.0	gray_matter_of_spinal_cord
uberon_2000676	1.0	sagitta
uberon_0007284	1.0	presumptive_neural_plate
uberon_2000673	1.0	hypobranchial_artery
uberon_0001807	1.0	paravertebral_ganglion
uberon_0001804	1.0	capsule_of_lens
uberon_0001803	1.0	epithelium_of_lens
uberon_0001802	1.0	posterior_segment_of_eyeball
uberon_0001801	1.0	anterior_segment_of_eyeball
uberon_0005523	1.0	rhombomere_7
uberon_0016545	1.0	pharyngeal_ectoderm
uberon_0000204	1.0	ventral_part_of_telencephalon
uberon_0003499	1.0	brain_blood_vessel
uberon_0001982	1.0	capillary
uberon_0001981	1.0	blood_vessel
uberon_2007047	1.0	midbrain_hindbrain_boundary_neural_tube
uberon_0011634	1.0	ectopterygoid_bone
uberon_2007045	1.0	midbrain_hindbrain_boundary_neural_keel
uberon_0007567	1.0	regenerating_anatomical_structure
uberon_2007048	1.0	ventral_intermandibularis_posterior
uberon_0003544	1.0	brain_white_matter
uberon_0007844	1.0	cartilage_element
uberon_2000411	1.0	posterior_crista_primordium
uberon_2001237	1.0	ceratobranchial_1_bone
uberon_2002224	1.0	pleuroperitoneal_cavity
uberon_0007126	1.0	pharyngeal_pouch_5
uberon_2005032	1.0	optic_vein
uberon_2005036	1.0	supraintestinal_artery
uberon_0007127	1.0	pharyngeal_pouch_6
uberon_0004819	1.0	kidney_epithelium
uberon_0007280	1.0	presumptive_endocardium
uberon_0007285	1.0	presumptive_paraxial_mesoderm
uberon_0003117	1.0	pharyngeal_arch_6
uberon_0006322	1.0	inferior_rectus_extraocular_muscle
uberon_0001637	1.0	artery
uberon_0000089	1.0	hypoblast_(generic)
uberon_0002376	1.0	cranial_muscle
uberon_2007036	1.0	hindbrain_neural_rod
uberon_2007032	1.0	midbrain_neural_rod
uberon_0003058	1.0	hypochord
uberon_0005519	1.0	rhombomere_6
uberon_2001420	1.0	anal_fin_pterygiophore
uberon_2001340	1.0	nucleus_of_the_tract_of_the_postoptic_commissure
uberon_0007329	1.0	pancreatic_duct
uberon_2001073	1.0	axial_vasculature
uberon_0004880	1.0	chordamesoderm
uberon_2001347	1.0	stratum_fibrosum_et_griseum_superficiale
uberon_2005101	1.0	interray_vessel
uberon_0015241	1.0	parapineal_organ
uberon_0002682	1.0	abducens_nucleus
uberon_0001681	1.0	nasal_bone
uberon_2001640	1.0	notochordal_ossification
uberon_0004867	1.0	orbital_cavity
uberon_0004864	1.0	vasculature_of_retina
uberon_2001524	1.0	hypobranchial_1_cartilage
uberon_2000068	1.0	neural_plate_proneural_cluster
uberon_0005500	1.0	rhombomere_floor_plate
uberon_0005424	1.0	presumptive_retinal_pigmented_epithelium
uberon_0003087	1.0	anterior_cardinal_vein
uberon_0003086	1.0	caudal_artery
uberon_0002145	1.0	interpeduncular_nucleus
uberon_0002148	1.0	locus_ceruleus
uberon_0003089	1.0	sclerotome
uberon_0003088	1.0	caudal_vein
uberon_0002352	1.0	atrioventricular_node
uberon_0002351	1.0	sinoatrial_node
uberon_2001286	1.0	caudal_vein_plexus
uberon_0005422	1.0	pelvic_appendage_apical_ectodermal_ridge
uberon_0010042	1.0	1st_arch_mesenchyme
uberon_0006965	1.0	vascular_cord
uberon_2000602	1.0	uroneural
uberon_0004211	1.0	nephron_epithelium
uberon_2000608	1.0	ventral_transverse
uberon_0003921	1.0	pancreas_primordium
uberon_0003924	1.0	ventral_pancreatic_bud
uberon_0005563	1.0	trigeminal_neural_crest
uberon_0003936	1.0	postoptic_commissure
uberon_0005569	1.0	rhombomere_2
uberon_0005428	1.0	vagal_neural_crest
uberon_0009494	1.0	pharyngeal_arch_mesenchymal_region
uberon_2001481	1.0	ventral_anterior_lateral_line_nerve
uberon_2001480	1.0	dorsal_anterior_lateral_line_nerve
uberon_0001230	1.0	glomerular_capsule
uberon_2000240	1.0	metapterygoid
uberon_2001483	1.0	middle_lateral_line_ganglion
uberon_2000363	1.0	hypobranchial_bone
uberon_2001324	1.0	enteric_musculature
uberon_0001602	1.0	medial_rectus_extraocular_muscle
uberon_0001985	1.0	corneal_endothelium
uberon_0006011	1.0	hyaloid_vein
uberon_0006859	1.0	swim_bladder_bud
uberon_0034969	1.0	epithelial_layer_of_duct
uberon_2005072	1.0	endocardial_ring
uberon_2005073	1.0	atrioventricular_ring
uberon_2001821	1.0	notochord_posterior_region
uberon_2005078	1.0	middle_mesencephalic_central_artery
uberon_2005079	1.0	posterior_mesencephalic_central_artery
uberon_2000694	1.0	ceratobranchial_5_tooth
uberon_0002514	1.0	intramembranous_bone
uberon_0004212	1.0	glomerular_capillary
uberon_2000098	1.0	proliferative_region
uberon_0001715	1.0	oculomotor_nuclear_complex
uberon_0001305	1.0	ovarian_follicle
uberon_0000920	1.0	egg_chorion
uberon_0003929	1.0	digestive_tract_epithelium
uberon_0000924	1.0	ectoderm
uberon_0011648	1.0	jaw_muscle
uberon_0011649	1.0	levator_operculi
uberon_2001302	1.0	vagal_ganglion_1
uberon_2001303	1.0	vagal_ganglion_2
uberon_4300223	1.0	precaudal_vertebra
uberon_4000177	1.0	dorsal_fin_lepidotrichium
uberon_2000394	1.0	molecular_layer_corpus_cerebelli
uberon_4000170	1.0	median_fin_skeleton
uberon_0003513	1.0	trunk_blood_vessel
uberon_0004188	1.0	glomerular_epithelium
uberon_2001263	1.0	ovarian_follicle_stage_i
uberon_2000855	1.0	somite_24
uberon_2000854	1.0	somite_21
uberon_2000856	1.0	somite_28
uberon_0001785	1.0	cranial_nerve
uberon_2000853	1.0	somite_18
uberon_2000852	1.0	somite_15
uberon_0001788	1.0	outer_limiting_layer_of_retina
uberon_4000162	1.0	median_fin
uberon_0001633	1.0	basilar_artery
uberon_4000167	1.0	caudal_fin_skeleton
uberon_2000858	1.0	somite_8
uberon_0011242	1.0	ethmoid_cartilage
uberon_0002270	1.0	hyaloid_artery
uberon_2005320	1.0	dorsal_longitudinal_lymphatic_vessel
uberon_0006569	1.0	diencephalic_nucleus
uberon_2005319	1.0	intersegmental_lymph_vessel
uberon_0001013	1.0	adipose_tissue
uberon_0015833	1.0	foregut_epithelium
uberon_2001419	1.0	dorsal_fin_pterygiophore
uberon_2000851	1.0	somite_12
uberon_0000484	1.0	simple_cuboidal_epithelium
uberon_0000485	1.0	simple_columnar_epithelium
uberon_0003351	1.0	pharyngeal_epithelium
uberon_2002200	1.0	hypobranchial_muscle
uberon_0001701	1.0	glossopharyngeal_ganglion
uberon_0002559	1.0	medullary_reticular_formation
uberon_0002005	1.0	enteric_nervous_system
uberon_0002418	1.0	cartilage_tissue
uberon_0004290	1.0	dermomyotome
uberon_2001525	1.0	hypobranchial_2_cartilage
uberon_2005269	1.0	hypophyseal_fenestra
uberon_0005729	1.0	pectoral_appendage_field
uberon_0003073	1.0	lens_placode
uberon_2000730	1.0	somite_23
uberon_2000384	1.0	levator_arcus_palatini
uberon_2000732	1.0	somite_3
uberon_2000733	1.0	somite_7
uberon_0005724	1.0	roof_plate_spinal_cord_region
uberon_0005725	1.0	olfactory_system
uberon_0003075	1.0	neural_plate
uberon_0003076	1.0	posterior_neural_tube
uberon_0009615	1.0	midbrain_hindbrain_boundary_neural_plate
uberon_0003072	1.0	optic_cup
uberon_0011087	1.0	pharyngeal_arch_7
