protein1 protein2 combined_score
ehmt2 fgfr2 0.449308521187
gnat2 melk 0.385670911815
phox2bb unm_b1037 0.411764705882
polr1c psmb1 0.353854049738
cdc42 gart 0.435742955704
rac1a rem2 0.490987712924
kita pak2a 0.453228197931
flt1 rhoua 0.446411563951
acvr2aa insrb 0.389925029764
gata4 lhx2b 0.330575272142
jak3 ube2ib 0.339910630549
mapk3 s1pr4 0.34341502729
si:dkey-4p15.3 sod2 0.372352941176
acta1b hspa5 0.465280600386
acta1b hspa8 0.36484087829
acta1b hspa9 0.523390458704
gnat2 src 0.407938020126
ehmt1b pik3cb 0.360588235294
kdrl notch2 0.536827491367
kdrl notch3 0.646916281299
hspa8 ube2ib 0.389170365681
mapk14b yes1 0.338823529412
pik3ca rras 0.569411764706
polr1b polr2i 0.412352941176
psmc6 tubg1 0.427366460808
fgf10a igf1ra 0.414188521491
fgf10a igf1rb 0.423600286197
met rras 0.650745047258
ak2 polr1c 0.384420235944
ehmt1b rel 0.338823529412
pikfyve zgc:171516 0.382941176471
myb rac1a 0.377384774943
ehmt1b fgfr1a 0.331176470588
rras ywhag1 0.419980175947
gtf2b polr2eb 0.571764705882
hdac1 wu:fi34d11 0.557058823529
gmps pafah1b1a 0.33269869228
rspo1 rspo2 0.57930948059
kdr kdrl 0.682581317578
mapk3 pdgfrb 0.387112063476
ctnnb1 scn4aa 0.422130303714
ctnnb1 scn4ab 0.422130303714
rpl3 rpl5a 0.787887024706
prkcg zgc:110250 0.342941176471
furina notch2 0.572719601944
furina notch3 0.701429822035
acta1b frk 0.344855983556
prpf31 rps12 0.650922633683
prpf31 rps11 0.599306032993
gli1 pax6a 0.407384823807
gli1 pax6b 0.420731021367
pik3cb shank3b 0.348235294118
rb1 tp53 0.650529820047
bmp4 lef1 0.605536062711
gnb1a prkacb 0.436470588235
mapk1 si:ch211-149b19.3 0.405882352941
chd mixl1 0.411961208827
mapk12b rhobtb1 0.351176470588
ehmt1a si:ch1073-55a19.2 0.369411764706
gsk3b pnpla7a 0.335294117647
gsk3b pnpla7b 0.335294117647
akt3a pik3cb 0.57
akt3a pik3ca 0.574117647059
skp1 tcf7l1a 0.496716433245
top2b zgc:86709 0.372941176471
rpl11 tp53 0.615216184076
prkcbb rap1aa 0.394586677282
ephb4a tubg1 0.339959506456
akt3 h9gxw8_danre 0.511764705882
bmpr1ba nog3 0.508641831545
bmpr1ba nog1 0.374542038551
notch1b rb1 0.341279321999
flt1 ptenb 0.559066723796
flt1 ptena 0.583822522729
hsp90aa1.2 umps 0.365294117647
lmx1bb th 0.335878448753
hspa9 ralbb 0.349976123138
mapk3 notch1b 0.456760666541
gnb1a nmu 0.530588235294
rpl5a rps27a 0.587058823529
hspa8 pikfyve 0.501764705882
rac3b rhogb 0.554117647059
atr polr3b 0.430080261271
mapk11 si:ch211-163m16.1 0.508823529412
tcf7l1a wnt4a 0.636225111768
met mtor 0.399009844574
lrit3 melk 0.338235294118
polr2b zgc:112305 0.580588235294
pi4kaa smarca5 0.478765946308
gsk3b si:dkey-110j1.3 0.337058823529
dhx8 nop56 0.635804268893
dhx8 nop58 0.622589027871
hsp90ab1 tnnc1a 0.496735907469
actl6a rac1b 0.472820359554
actl6a rac1a 0.467625611326
gnai1 si:dkey-260c8.4 0.344705882353
acvr1ba jupa 0.379500110215
disp1 prdm1a 0.46729993803
ankrd52b rac3b 0.423529411765
ankrd52b rac3a 0.423529411765
cad csf1ra 0.554799881103
polr2gl snapc1b 0.56637199946
actb1 top2b 0.372941176471
nog1 rgma 0.393552312037
nog1 rgmb 0.393552312037
nog1 rgmd 0.374728782625
mcm3 ruvbl1 0.552139322952
desma lmo7b 0.330301019627
flt1 sdc2 0.426160325284
aclya hsp90aa1.1 0.394705882353
crk rps24 0.411764705882
unm_m361 unm_m483 0.411764705882
gli2b prkacaa 0.542352941176
gli2b prkacab 0.542352941176
bmpr1aa gdf11 0.59161631032
egf kdr 0.556907261242
aclya polr2c 0.378823529412
aclya polr2b 0.371176470588
ctnnd2b kita 0.33575900259
cct3 impdh2 0.512044903705
paics pold1 0.543119083078
csf1ra ppm1bb 0.348823529412
hsp90aa1.2 rap1aa 0.641176470588
nhp2l1a snrpb2 0.533529411765
pola1 rpl7 0.335496388886
kif7 rhoua 0.354637599312
ptch2 ret 0.388811958264
gata6 kita 0.45531342296
kdrl ptenb 0.593761474557
kdrl ptena 0.612484858281
kdr tp53 0.447497878285
hadhaa si:dkey-4p15.3 0.366470588235
gli1 tcf7l1a 0.458716083554
cdc42 pkn2 0.688015240175
gata5 insrb 0.332008830638
flt1 umps 0.331764705882
prkacab rhoae 0.372941176471
prkacab rhoad 0.372941176471
prkacab rhoac 0.372941176471
prkacab rhoab 0.372941176471
prkacab rhoaa 0.372941176471
gata3 mapk12a 0.358235294118
gata3 mapk12b 0.358235294118
mapk3 rela 0.514513044588
gdf11 gsk3b 0.368116079469
bmp2a mapk14a 0.349139467884
hsp90ab1 supt5h 0.461286341308
fbl rps15 0.898315645449
si:ch73-362f1.1 skp1 0.379411764706
brd2a myb 0.356533817642
grb2b rhoab 0.376470588235
acvr1l si:dkey-264o13.1 0.381764705882
pptc7 yes1 0.348823529412
aurkb fgfr1a 0.352434771412
zgc:162985 zgc:171516 0.361764705882
bmpr2b fsta 0.561549932903
aurka ccnb1 0.732565575781
lrit3 si:dkey-260c8.4 0.362352941176
actl6a cstf3 0.423514780886
myo16 rhobtb2b 0.475882352941
fgf4 grem2b 0.44849821874
polr2b yars 0.385294117647
dhh notch1b 0.357647058824
fgf10b ret 0.482587276844
polr2d snrpa 0.533529411765
polr2d snrpc 0.793456865679
actl6a pold1 0.577735272898
bmp4 jupa 0.49177512965
brd4 myhz2 0.411764705882
hdac3 ptenb 0.37915491844
hdac3 ptena 0.342252279298
hsp90aa1.1 ppm1k 0.349977140435
hsp90aa1.1 ppm1g 0.35229819618
pola1 sirt1 0.34188120633
cib2 ttn.1 0.542347469383
gsk3b notch1b 0.554429897265
pnpla6 ralbb 0.438319182495
gna13a si:dkey-260c8.4 0.344705882353
rem2 si:dkey-24p1.4 0.402352941176
brd4 junba 0.336014615525
gnai1 rac1l 0.344705882353
gnai1 rac1a 0.399411764706
gnai1 rac1b 0.399411764706
hspa8 wu:ft34d10 0.424117647059
cps1 hsp90ab1 0.382798804134
cdk5 jun 0.519186772109
ilk smarca5 0.348668331828
pold1 ptch2 0.380203968163
actb2 myo16 0.452352941176
fgfr1a pold1 0.332046176707
smad3a smarca4a 0.403641615377
aurkb tubg1 0.53542930645
polr2gl rrm1 0.341324119334
pi4kaa ptenb 0.814009465263
pi4kaa ptena 0.748435659583
paics wu:fi17d12 0.386470588235
eftud2 polr3b 0.575492589846
cdk5 mcm7 0.517962094576
cdk5 mcm3 0.56917777635
ctnnb2 wu:ft34d10 0.381764705882
rhoua wnt11r 0.392773805136
hsp90aa1.1 kras 0.464596670482
furina polr1a 0.409284881527
hspa9 rrm1 0.428629610661
pkn2 tp53 0.419722945396
gnav1 si:dkey-24p1.4 0.344705882353
actb2 rhogb 0.367058823529
mapk9 nos1 0.357652011674
hdac1 tcf7 0.590390292413
col11a2 fgfr1a 0.387488215902
barx1 lhx2b 0.358351362542
gmps wdr12 0.775539664319
actc1a kdr 0.380375211565
chd rel 0.482803269621
impdh1b mrps6 0.36653181183
acvr2b gata6 0.346667976609
acvr2b gata4 0.372958741644
acvr2b gata3 0.332573458949
gata3 wu:fi34d11 0.330588235294
met smc4 0.357657267034
gsk3b ywhag1 0.447008291635
cpsf3 hdac3 0.368635776097
rhov zgc:86725 0.367058823529
jak1 rac1a 0.47795425169
jak1 rac1b 0.392177321689
ak9 polr3b 0.632664339953
pak2a rhoab 0.73006888036
pak2a rhoaa 0.558823529412
pak2a rhoad 0.484705882353
pak2a rhoae 0.478235294118
hand2 tfap2a 0.409512655745
gata4 ilk 0.425897943166
snapc1b vps45 0.411764705882
gata3 gli2b 0.363478904239
gata3 gli2a 0.395696057823
insb myo5b 0.3418050519
cdk5 rrm1 0.530124752461
hspa8 smarca4a 0.384592702241
met nos1 0.506235446864
unm_m483 unm_t31489 0.411764705882
ctnnb1 melk 0.465469103831
msx1a tgfb3 0.373658484313
mapk9 rac2 0.659876391019
7955.ensdarp00000047205 pik3ca 0.431176470588
7955.ensdarp00000047205 pik3cb 0.435882352941
bmp7a wnt3a 0.613248606181
jun pold1 0.400196632337
erbb2 pdgfrb 0.367388858546
prkacba rhoae 0.372941176471
prkacba rhoad 0.374705882353
prkacba rhoaa 0.372941176471
prkacba rhoac 0.372941176471
prkacba rhoab 0.374705882353
ehmt2 supt5h 0.530641534232
mysm1 tcp1 0.335215227375
rps14 rrm1 0.418463645903
akt2 erbb2 0.376584643113
mapk9 prkcbb 0.456523885974
gdf11 nkx2.2a 0.360366275873
rargb src 0.349498226061
akt3a mapk12b 0.382941176471
hsp90ab1 rhobtb1 0.377058823529
flt4 pnpla6 0.455136242247
gnao1b rap1b 0.387058823529
junba mapk12b 0.332941176471
met pkp2 0.490326212279
dnajc3 hsp90aa1.1 0.550588235294
dnajc3 hsp90aa1.2 0.550588235294
cib2 prkcbb 0.4179405238
eif4a1a psmc6 0.523926932734
hsp90aa1.1 wu:ft34d10 0.356470588235
si:ch211-243j20.2 yars 0.468235294118
pkn2 zgc:171775 0.342352941176
rac2 stat1b 0.589411764706
rhoad si:ch211-163m16.1 0.446470588235
paics ptch1 0.419257862414
paics ptch2 0.438213999907
actl6a pak2a 0.40239452717
insb prkcg 0.588235294118
fynb src 0.557647058824
nmu nmur1a 0.975294117647
jak2a zap70 0.433981708581
aldh7a1 ddx18 0.44871604213
foxa2 nkx2.7 0.374934724274
pafah1b1a ywhag1 0.719208924575
gata5 shha 0.338497557479
acvr2b bmp7a 0.61329421601
snrpa zgc:171795 0.538235294118
cstf3 psmb1 0.361955450334
cct3 hspa8 0.811433136154
btk ppm1k 0.442391959392
btk ppm1g 0.399258311196
btk ppm1e 0.438131076919
egfra gna13b 0.587616807145
impdh2 ppp3cca 0.407058823529
acvr1l fgf8a 0.405253159349
prkcbb si:dkey-24p1.4 0.427058823529
gna13a rac2 0.562352941176
ephb4a pnpla7a 0.335294117647
ephb4a pnpla7b 0.335294117647
acta1b fgfr4 0.485626269973
ppm1aa yes1 0.357647058824
hsp90aa1.2 tp53 0.550305725474
polr2d polr2i 0.587058823529
polr2d polr2f 0.587058823529
cct3 fen1 0.627215856774
akt3 ppp3ca 0.34
atr rpa1 0.725385605473
si:ch1073-55a19.2 yars 0.382941176471
jupa wnt11r 0.485768978052
eif4a1a kdrl 0.342636874872
ppp3ca prkcbb 0.388235294118
tp53 zgc:171775 0.52
akt3a pak2a 0.349411764706
rpl12 rps27a 0.586470588235
lamc1 ptch2 0.427139866098
fbl rrm1 0.371095960636
ddx27 polr3b 0.59055621353
hsp90aa1.1 zgc:110801 0.502941176471
ppm1da ppm1db 0.470588235294
grb2b ret 0.574117647059
gnao1b kras 0.387058823529
casp3a ctnna1 0.411764705882
prkcg rhogb 0.427058823529
gnb2l1 rpl7l1 0.72053414822
atr mcm3 0.768338396262
atr mcm7 0.808885998029
bmp4 tp53 0.540891410863
gnb1a ralbb 0.382941176471
cib2 plk1 0.343678912548
ephb4a myb 0.340317966524
foxo3a gdf11 0.374014182388
smarca4a stat3 0.474233311093
nifk polr1b 0.465882352941
hadhaa pnpla6 0.372941176471
jun ptena 0.526462897023
erbb2 mapk14a 0.419279152991
actl6a bmp2b 0.40723254676
fosl2 kdrl 0.422804244775
pkp2 tgfb3 0.436736777098
actc1a hdac1 0.453118199852
actc1a hdac3 0.428758704128
actc1a hdac6 0.331229426977
jun nos1 0.567898878283
chd tp53 0.331206334817
foxo3a sod2 0.497846729391
akt2 mapk12a 0.386470588235
musk ppm1da 0.348823529412
musk ppm1db 0.348823529412
ankrd52b myhz2 0.415882352941
actb2 si:dkey-263f15.2 0.367058823529
acvr1l spna2 0.369460550956
csf1ra kcnj13 0.491679555885
unm_dhi862 unm_t30926 0.354188178565
igf1rb stat3 0.385221753265
rps27a si:ch73-97e20.2 0.475294117647
gsk3b smarca2 0.336470588235
fras1 smad5 0.359089474286
rhoab tcp1 0.36694059676
cct3 tubg1 0.445531192851
jak2a met 0.383072668407
cdc42l zgc:86709 0.429411764706
col1a1a kita 0.358092790752
rpl12 snrpc 0.353897079366
rps15 supt5h 0.541128970561
rpl10 rps27a 0.587058823529
brd2b epor 0.582941176471
brd2b vegfab 0.364612770855
mtor rarga 0.34070832489
mapk14a rac2 0.595088475084
notch2 tgfb3 0.36613969302
lrguk ppm1f 0.382941176471
foxo3b tp53 0.442088403291
cdc42 mapk8b 0.519042287408
hdac1 hspa8 0.484954422515
hdac1 hspa9 0.363601823434
hdac1 hspa5 0.367146850477
fbl zgc:110388 0.578235294118
cct3 furina 0.420584527155
cdk5 smad7 0.364602848683
mapk14b tp53 0.549411764706
ehmt1a smarca4a 0.553529411765
actc1a map2k5 0.368366308625
gata4 shank3b 0.361187907517
scn4aa tcf7 0.349041103654
ak9 si:ch211-163m16.1 0.539411764706
rpa1 rrm1 0.877069286571
bmp7a hfe2 0.395322962864
lef1 wnt4a 0.488851483969
ccnb1 ptenb 0.38799439113
gnat1 mapk14b 0.397647058824
gnat1 mapk14a 0.397647058824
bmpr1bb si:ch73-362f1.1 0.347058823529
jupa kdr 0.44325835533
brd4 prkcbb 0.330413595961
hsp90aa1.2 tubg1 0.646189336562
pik3ca rap1aa 0.378823529412
dicer1 melk 0.366427667809
ctnnb1 hdac3 0.494680252126
ctnnb1 hdac1 0.698709984209
gata3 met 0.387669013024
mapk3 smad3a 0.544051944019
egfra rap1aa 0.363697333966
mapk14a notch1b 0.430563794762
mapk4 rac3b 0.351176470588
mapk4 rac3a 0.351176470588
dkc1 prkcbb 0.362422150617
flt1 grb2a 0.400588235294
flt1 grb2b 0.431764705882
kras tubg1 0.396765955983
actn2b si:ch73-362f1.1 0.357647058824
rps27a skp1 0.571764705882
adora2b crkl 0.411764705882
hspa8 notch1b 0.358153802054
bmp2b rela 0.578912748416
cdc42 yes1 0.452151057677
flt1 spna2 0.423383476021
pikfyve rhogb 0.39
cdk2 psmc6 0.55
jak1 pak2a 0.387405531188
cdc42 myo5b 0.615794732418
prkca rela 0.360254786711
aldh1a2 shha 0.455824432905
ccnb1 lmo7b 0.340277694425
eif4a1a rps12 0.908526147268
eif4a1a rps14 0.802320247314
eif4a1a rps15 0.816833271876
eif4a1a rps18 0.876055578454
hsp90ab1 rac1l 0.565882352941
hsp90ab1 rac1b 0.477438554769
hsp90ab1 rac1a 0.64956120436
dhh erbb2 0.355882352941
prkca ywhag1 0.417498249183
egfra hdac6 0.431954210844
gna13b nos1 0.341303007626
ihha notch2 0.561414602292
7955.ensdarp00000062369 mtor 0.362941176471
insra pik3cb 0.451176470588
insra pik3ca 0.472941176471
nifk prpf31 0.753673022047
pkn2 rap1b 0.506492407793
prkar1aa zgc:171775 0.358823529412
acvr2b bmpr2b 0.646801236979
acvr2b bmpr2a 0.646801236979
flt4 ralbb 0.456052125763
cdc42 gli2a 0.337185066163
mapk14b smad3a 0.334117647059
ppm1lb src 0.348823529412
pold1 rrm1 0.697890351347
melk smad3b 0.416543881022
gmps tcp1 0.67487203578
acvr1l bmpr1aa 0.344470890437
mapk14a smad3a 0.397273457788
mapk14a smad3b 0.399459254401
7955.ensdarp00000062369 stn 0.422352941176
insra tp53 0.440502862618
evx1 pax9 0.349377525037
gnai2l pik3cb 0.514117647059
gnai2l pik3ca 0.518235294118
fgfr4 wnt4a 0.39327573428
map2k5 zgc:171775 0.482941176471
ruvbl1 snrpd1 0.723688843711
rps5 wdr12 0.435327850357
cdk1 pnpla6 0.634546330884
ctnnb1 si:ch73-362f1.1 0.529411764706
hspa8 stn 0.575433374493
hsp70l rpl7 0.365656503694
ccna2 ncbp2 0.374111068657
bmp1a col1a1a 0.878122356594
bmp1a col1a1b 0.539411764706
vegfab yes1 0.424904939797
eftud2 si:dkey-4p15.3 0.552941176471
hspa8 ptenb 0.475793721911
hspa8 ptena 0.445684310674
sirt1 smc4 0.348778707929
actn2b ube2ib 0.520350729345
gli2b pax6b 0.389026104362
btk ywhag1 0.418223190481
fgfr2 pax3b 0.361718789636
erbb2 slc8a1a 0.35469099147
hdac4 mtor 0.379725114256
ehmt2 ube2ib 0.416687956515
btk ppm1ba 0.348823529412
btk ppm1bb 0.348823529412
hdac4 smarca4a 0.68153148244
bmp1a hspg2 0.704247076325
smad7 tp53 0.424504384569
bag3 si:dkey-4p15.3 0.516470588235
acacb mtor 0.439411764706
bmpr1ba hsp90ab1 0.38595125655
rps24 snu13b 0.584178870654
jak1 vegfaa 0.40289735571
jak1 vegfab 0.330789521493
lrit3 syk 0.337647058824
eif4a1a plk1 0.340319888883
cct7 kdrl 0.390900715175
f1rbx7_danre syk 0.348823529412
cct2 cpsf3 0.375699844982
hdac3 insrb 0.341505621939
gnav1 rem2 0.387058823529
acaca pi4kaa 0.439411764706
cdk2 mapk12a 0.372941176471
ptenb wnt3a 0.43452447521
insrb pola1 0.425842400399
erbb2 jun 0.372101297513
acvr2aa gata4 0.351915745299
unm_m360 unm_m361 0.411764705882
hspa8 skp1 0.414298589273
btk pnpla6 0.475158813291
gli3 gnai1 0.351176470588
fbl supt5h 0.362538509686
jak3 kras 0.441608840886
ccnd1 ctnnb1 0.667734095168
ccnd1 ctnnb2 0.440428369476
smarca4a supt5h 0.805794299704
actc1b si:dkey-24p1.4 0.367058823529
ilk tp53 0.467677678518
cdc42l myhz2 0.411176470588
ddx18 ddx27 0.883836889837
egfra ptena 0.480398674433
egfra ptenb 0.545419254668
rps24 uba52 0.581176470588
hsp90ab1 zgc:86709 0.406470588235
akt3 ankrd52b 0.454705882353
bmp4 sox10 0.419293345318
map3k14b si:ch211-163m16.1 0.372352941176
cnr2 snapc1b 0.411764705882
dhh egfra 0.355882352941
syk vdra 0.346225628315
syk vdrb 0.396801092479
rpl5a top2b 0.423663586135
neurog1 phox2bb 0.433779055247
hsp90ab1 notch1b 0.456615591292
notch2 smad9 0.356170154263
lrguk uckl1a 0.495882352941
lrguk uckl1b 0.495882352941
csf1ra rem2 0.395871752944
jak2a paics 0.33511401183
acta1b cdk1 0.496074844497
acta1b cdk5 0.394155139711
prkacb ralbb 0.374117647059
foxo3b usp28 0.356873920846
bmp7a smo 0.420307737788
fgfr1a frk 0.359752495492
acaca ppp3ccb 0.351764705882
acaca ppp3cca 0.351764705882
mapk12a si:ch211-241j12.3 0.352941176471
adora2b snapc1b 0.411764705882
pkp2 rhoab 0.458357412508
egfra rac2 0.418624609735
nkx2.2a notch3 0.360576073074
actr10 spna2 0.367647058824
eftud2 polr2b 0.724894706213
eftud2 polr2c 0.577058823529
eftud2 polr2d 0.723962378502
eftud2 polr2f 0.546470588235
eftud2 polr2i 0.535882352941
eftud2 polr2j 0.531764705882
csf1ra pkn2 0.43194954761
prkacb prkacba 0.471176470588
ddx27 polr1b 0.562352941176
fgfr2 stat3 0.467168036096
mapk1 pikfyve 0.401764705882
grb2a jak2a 0.574117647059
rela vdrb 0.350813658733
kita wnt3a 0.527092374651
eif4a1a top2b 0.495507276105
cct5 dnajc3 0.427058823529
lrguk si:zfos-979f1.2 0.362941176471
hdac1 shank3b 0.471593295846
dhh disp1 0.401176470588
cct7 ephb4a 0.391629007527
btk gart 0.466234728911
gna13a rac3b 0.344705882353
gna13a rac3a 0.344705882353
brpf1 notch2 0.427794244808
cct3 eftud2 0.397889580104
rras si:dkey-260c8.4 0.383529411765
gna12 map3k3 0.344705882353
gna12 map3k2 0.344705882353
actb1 tnnc1a 0.43
aclya aldh1a2 0.431764705882
bmpr1bb bmpr2a 0.537888998594
dkc1 melk 0.361825575695
col2a1a loxl1 0.415724075972
actb2 cct2 0.361176470588
gata3 syk 0.349697513611
syk tab1 0.356470588235
cdh23 smad9 0.376128431618
kdr mapk9 0.349233151097
kdr mapk3 0.402406181123
kdr mapk1 0.410149785213
myo5b plk1 0.358509420848
gnat2 ralbb 0.543863388783
fbl rps24 0.555187624689
fbl rps28 0.632366792483
gdf11 smad9 0.45987768212
gdf11 smad5 0.483590615876
gdf11 smad7 0.395243164165
gdf11 smad1 0.509872681371
gdf11 smad2 0.476531371576
pax6b tcf7l1a 0.422724896594
actb1 rac2 0.436470588235
mapk3 pnpla6 0.546707589741
dpydb lrguk 0.422941176471
7955.ensdarp00000047205 prkcbb 0.484705882353
gnai3 lgr4 0.408823529412
rps15 tubg1 0.407315095873
csf1ra shank3b 0.503207394138
smad2 stat3 0.465570536137
eif4a1a psmb1 0.378343410349
fgfr1a myo5b 0.334106791442
cdk1 ptena 0.401446391472
cdk1 ptenb 0.507018951587
actl6a top2b 0.465344309461
ppm1e ret 0.406446278983
ankrd52b si:dkey-260c8.4 0.331764705882
mapk6 si:dkey-260c8.4 0.380588235294
insra insrb 0.773325672353
bmpr1aa gata5 0.545416426415
bmpr1aa gata3 0.37063096813
bmp2b igf1rb 0.466037484563
bmp2b igf1ra 0.466037484563
aldh7a1 ddx27 0.466443099905
gnai2l rac2 0.378235294118
rhov zgc:171775 0.351176470588
ephb4a hsp90ab1 0.520336174287
frk grb2b 0.459411764706
ptenb rac1b 0.427695981488
ptenb rac1a 0.4532096297
met wu:fb65b05 0.544705882353
hsp90ab1 ppm1f 0.370550775705
hsp90ab1 ppm1g 0.355269192705
mtor rhoad 0.356470588235
mtor rhoae 0.37
mtor rhoaa 0.407058823529
mtor rhoab 0.523920923369
mtor rhoac 0.369411764706
ddx27 rps14 0.367240365378
ddx27 rps15 0.4017737895
ddx27 rps12 0.499189772751
rac1b rhoad 0.538823529412
rac1b rhoae 0.349411764706
rac1b rhoab 0.624238970454
rac1b rhoaa 0.537647058824
cdk2 psmb1 0.534705882353
unm_m483 unm_t30867 0.411764705882
bmp2b fgf10a 0.613297938016
bmp2b jupa 0.433549219268
pi4kaa rem2 0.447270475944
ctnnb1 dpydb 0.364705882353
met pax4 0.387214936517
rel rpl10 0.378795538406
polr2d polr3b 0.638605124704
kdr rap1b 0.34133605242
pak2a wnt3a 0.487454735873
gli2a pax9 0.359289583899
aclya insrb 0.337058823529
aclya insra 0.337058823529
cdk1 skp1 0.542981109648
top2b umps 0.462941176471
hsp90aa1.2 ralbb 0.349480402066
acacb pnpla7a 0.365294117647
fgf10a insrb 0.396825201699
atr smarca4a 0.642014682608
gnao1a rac1b 0.405882352941
gnao1a rac1l 0.344705882353
actl6a smarca4a 0.82940090314
src zap70 0.412066888545
rb1 smc4 0.686209984374
kita prkca 0.618445685531
rem2 tubg1 0.347184709381
brd2a prkcbb 0.330413595961
actn2b rhoua 0.420450140771
jupa wnt3a 0.666163245231
pafah1b1b rpl3 0.366912680064
gata4 paics 0.459753340234
gnat2 pkn2 0.48450839615
hdac1 pi4kaa 0.37824955473
7955.ensdarp00000047205 actc1b 0.367058823529
7955.ensdarp00000047205 actc1a 0.367058823529
actc1a si:ch211-163m16.1 0.371764705882
mapk12b zgc:171516 0.467647058824
ctnna1 nmur1a 0.411764705882
ankrd52b cltca 0.368823529412
map3k14b prkcbb 0.330588235294
impdh1a rhoua 0.394164883543
nos2a rel 0.411764705882
cct7 fgfr1a 0.357901003453
polr2j prp19 0.535294117647
gata4 gli2a 0.355962819429
gata4 gli2b 0.367307920058
acta1a prkcg 0.369411764706
brd4 mrps6 0.411764705882
pik3ca vdrb 0.340588235294
csf1ra pdp1 0.348823529412
rap1aa zgc:171775 0.421764705882
dicer1 fen1 0.578311183886
actn2b shank3b 0.346036145749
igf1ra mixl1 0.348735927735
aurkb foxo3b 0.396792404309
tp53 wdr12 0.360046460388
ctnnd2b rac2 0.429292525596
bmpr2a si:zfos-824d4.1 0.4
ccna2 cdc42 0.343808259232
7955.ensdarp00000060865 si:zfos-824d4.1 0.573529411765
mapk14b si:ch211-163m16.1 0.508823529412
crkl mapk9 0.652229332195
hsp90aa1.2 pkn2 0.467085022513
bmp2b col2a1b 0.378236594741
bmp2b col2a1a 0.373244433212
gart uckl1b 0.415294117647
gart uckl1a 0.415294117647
rap1b zap70 0.365725502657
kras pi4kaa 0.3955910383
si:ch1073-55a19.2 uba52 0.447058823529
hsp90ab1 map3k3 0.538823529412
hsp90ab1 map3k2 0.538823529412
acta2 dhx8 0.400190648052
fgfr2 spna2 0.377119667463
junba met 0.388324397809
bmp2a ihhb 0.52970441016
rhof si:ch211-163m16.1 0.446470588235
rpl3 rrm1 0.606484451213
lhx2b wnt4a 0.504955354068
gli2a ppm1f 0.334134068934
jupa ptena 0.469833904441
kita rap1aa 0.33635928535
actr1 actr10 0.554117647059
pak2a pik3ca 0.462941176471
pdgfrb rhoua 0.429874468618
si:zfos-979f1.2 zfand4 0.390588235294
kras notch3 0.506658715897
brpf1 chd4a 0.538235294118
acvrl1 fgfr1a 0.350914935912
prkcbb rhoab 0.685315376655
prkcbb rhoac 0.525882352941
prkcbb rhoaa 0.527647058824
prkcbb rhoad 0.526470588235
prkcbb rhoae 0.521176470588
hsp90ab1 tubg1 0.357132771787
cct7 rpl7 0.490032442547
rap1aa src 0.365272793575
mapk12a prkacb 0.338235294118
egf jupa 0.543134586651
brd3a mrps6 0.411764705882
ddx27 tcp1 0.533107693438
plk1 pold1 0.576275256672
mysm1 polr2gl 0.33573306443
plk1 si:dkey-260c8.4 0.341176470588
rac1b ywhag1 0.46890704963
pdgfrb umps 0.331764705882
jak2a si:ch73-97e20.2 0.335294117647
psmb1 shhb 0.579161641712
psmb1 shha 0.696538110493
hdac3 kras 0.389211926157
csf1ra rac1b 0.338950199252
csf1ra rac1a 0.367162877388
pik3ca smarca4a 0.458823529412
gfra1a prkca 0.530953530454
jun rel 0.665954810321
aclya ehmt1a 0.367647058824
aclya ehmt1b 0.367647058824
cdc42l gnb1a 0.384705882353
polr2eb rps5 0.338235294118
paics zfand4 0.373529411765
kita pola1 0.367310811464
rps11 zgc:110388 0.585294117647
map3k14b plk1 0.341764705882
kdrl si:ch211-193e13.3 0.348823529412
mixl1 tbx4 0.375001838966
bmp7a desma 0.33430044602
notch1b ruvbl1 0.348204471155
insrb sod2 0.353267128309
cct7 rpl12 0.471295273987
cct7 rpl10 0.458407540107
cps1 ruvbl1 0.485691862333
aurkb ehmt1b 0.331764705882
fgf10b skp1 0.34632190597
gnat1 mapk1 0.397647058824
gnat1 mapk3 0.401764705882
gnat1 mapk4 0.388823529412
gnat1 mapk7 0.395294117647
gnat1 mapk6 0.388823529412
bmp2b bmp7a 0.710449131975
pkp2 spna2 0.411748751726
rac1b sdc2 0.361323629006
appb cnr2 0.56090072961
eda kcnk5b 0.421242324286
insrb ppm1f 0.518788237675
cps1 ctnnb1 0.41361097006
aclya hsp70l 0.390588235294
nhp2l1a wdr12 0.377647058824
fgf4 pik3ca 0.541764705882
fgf4 pik3cb 0.531764705882
kdrl pkn2 0.422836779049
polr2b top2b 0.609457490414
cad gli2a 0.42415485681
cad gli2b 0.371069104041
ctnna1 nmu 0.411764705882
mapk14a ppm1k 0.458872062557
pcna zfand4 0.492352941176
jak3 lrguk 0.480588235294
rhof rhoh 0.537647058824
rhof rhoq 0.532941176471
rhof rhov 0.534705882353
csf1ra ppm1da 0.365882352941
csf1ra ppm1db 0.348823529412
nop56 wdr12 0.81333241428
ddx18 rpl7l1 0.749182393874
rpl11 rps15 0.909478113872
casp3a mapk14b 0.44
kras pak2a 0.637418719447
fyna smarca4a 0.345294117647
gmps impdh1b 0.620908469383
gmps impdh1a 0.6832853277
fgf4 ptenb 0.375065937224
fgf4 ptena 0.355893548956
hdac1 rarga 0.425466989454
hdac1 rargb 0.387405735879
fynb umps 0.331764705882
bmp2b pax9 0.390699748514
gmps snu13b 0.520908469383
acaca yes1 0.509411764706
