protein1 protein2 combined_score
fembm5 fmgty11 0.338232407859
fembm5 fmgty10 0.338232407859
fembm5 fmgty14 0.338232407859
fembm5 pstc6 0.338232407859
fembm5 mskt6 0.309696162973
fembm5 mskt7 0.309696162973
fembm5 mskt3 0.309696162973
fembm5 mskt1 0.309696162973
fembm5 mskt8 0.338232407859
fembm5 mskt9 0.338232407859
fembm5 prpsap2 0.305231321716
fembm5 thbs3 0.309108760047
fcsa6 fembm5 0.338232407859
fcsa7 fembm5 0.338232407859
fcsa4 fembm5 0.338232407859
fcsa5 fembm5 0.338232407859
fcsa2 fembm5 0.338232407859
fcsa3 fembm5 0.338232407859
fcsa1 fembm5 0.338232407859
fembm5 twl 0.301695938741
fembm5 fmgty7 0.338232407859
fembm5 m14104asr 0.309696162973
fembm5 feml1 0.338232407859
fembm5 feml3 0.309108760047
fembm5 feml2 0.309108760047
fembm5 feml4 0.338232407859
chpf fembm5 0.334014819725
fembm3 fembm4 0.338232407859
fembm1 fembm4 0.338232407859
adamtsl5 fembm4 0.305231321716
fbxl22 fembm4 0.305231321716
ankib1 fembm4 0.305231321716
fembm4 fmgty3 0.338232407859
fembm4 fmgty2 0.338232407859
fembm4 fmgty1 0.308159599922
fembm4 fmgty6 0.338232407859
fembm4 fmgty5 0.338232407859
fembm4 fmgty4 0.338232407859
fembm4 fmgty9 0.308159599922
fembm4 fmgty8 0.338232407859
cnn1 fembm4 0.308264431636
fembm4 m5.37.5djba 0.305231321716
fembm4 stxbp5l 0.305231321716
fembm4 m6.5.5djba 0.305231321716
ascc3 fembm4 0.305231321716
fembm4 fmgty12 0.338232407859
epyc fembm4 0.307524521326
fembm4 lmblgq3 0.311492848343
fembm4 lmblgq1 0.311492848343
fembm4 lmblgq6 0.311492848343
fembm4 lmblgq4 0.315478565826
fembm4 lmblgq5 0.318300281204
fembm4 gpr87 0.310719206244
fembm4 med25 0.305231321716
fembm4 tba 0.309098168243
fembm4 rgsc216 0.328809226594
fembm4 fmgty13 0.338232407859
fembm4 fmgty11 0.338232407859
fembm4 fmgty10 0.338232407859
fembm4 fmgty14 0.338232407859
fembm4 pstc6 0.338232407859
fembm4 mskt6 0.309696162973
fembm4 mskt7 0.309696162973
fembm4 mskt3 0.309696162973
fembm4 mskt1 0.309696162973
fembm4 mskt8 0.338232407859
fembm4 mskt9 0.338232407859
fembm4 prpsap2 0.305231321716
fembm4 thbs3 0.309108760047
fcsa6 fembm4 0.338232407859
fcsa7 fembm4 0.338232407859
fcsa4 fembm4 0.338232407859
fcsa5 fembm4 0.338232407859
fcsa2 fembm4 0.338232407859
fcsa3 fembm4 0.338232407859
fcsa1 fembm4 0.338232407859
fembm4 twl 0.301695938741
fembm4 fmgty7 0.338232407859
fembm4 m14104asr 0.309696162973
fembm4 feml1 0.338232407859
fembm4 feml3 0.309108760047
fembm4 feml2 0.309108760047
fembm4 feml4 0.338232407859
chpf fembm4 0.334014819725
fembm1 fembm3 0.338232407859
adamtsl5 fembm3 0.305231321716
fbxl22 fembm3 0.305231321716
ankib1 fembm3 0.305231321716
fembm3 fmgty3 0.338232407859
fembm3 fmgty2 0.338232407859
fembm3 fmgty1 0.308159599922
fembm3 fmgty6 0.338232407859
fembm3 fmgty5 0.338232407859
fembm3 fmgty4 0.338232407859
fembm3 fmgty9 0.308159599922
fembm3 fmgty8 0.338232407859
cnn1 fembm3 0.308264431636
fembm3 m5.37.5djba 0.305231321716
fembm3 stxbp5l 0.305231321716
fembm3 m6.5.5djba 0.305231321716
ascc3 fembm3 0.305231321716
fembm3 fmgty12 0.338232407859
epyc fembm3 0.307524521326
fembm3 lmblgq3 0.311492848343
fembm3 lmblgq1 0.311492848343
fembm3 lmblgq6 0.311492848343
fembm3 lmblgq4 0.315478565826
fembm3 lmblgq5 0.318300281204
fembm3 gpr87 0.310719206244
fembm3 med25 0.305231321716
fembm3 tba 0.309098168243
fembm3 rgsc216 0.328809226594
fembm3 fmgty13 0.338232407859
fembm3 fmgty11 0.338232407859
fembm3 fmgty10 0.338232407859
fembm3 fmgty14 0.338232407859
fembm3 pstc6 0.338232407859
fembm3 mskt6 0.309696162973
fembm3 mskt7 0.309696162973
fembm3 mskt3 0.309696162973
fembm3 mskt1 0.309696162973
fembm3 mskt8 0.338232407859
fembm3 mskt9 0.338232407859
fembm3 prpsap2 0.305231321716
fembm3 thbs3 0.309108760047
fcsa6 fembm3 0.338232407859
fcsa7 fembm3 0.338232407859
fcsa4 fembm3 0.338232407859
fcsa5 fembm3 0.338232407859
fcsa2 fembm3 0.338232407859
fcsa3 fembm3 0.338232407859
fcsa1 fembm3 0.338232407859
fembm3 twl 0.301695938741
fembm3 fmgty7 0.338232407859
fembm3 m14104asr 0.309696162973
fembm3 feml1 0.338232407859
fembm3 feml3 0.309108760047
fembm3 feml2 0.309108760047
fembm3 feml4 0.338232407859
chpf fembm3 0.334014819725
adamtsl5 fembm1 0.305231321716
fbxl22 fembm1 0.305231321716
ankib1 fembm1 0.305231321716
fembm1 fmgty3 0.338232407859
fembm1 fmgty2 0.338232407859
fembm1 fmgty1 0.308159599922
fembm1 fmgty6 0.338232407859
fembm1 fmgty5 0.338232407859
fembm1 fmgty4 0.338232407859
fembm1 fmgty9 0.308159599922
fembm1 fmgty8 0.338232407859
cnn1 fembm1 0.308264431636
fembm1 m5.37.5djba 0.305231321716
fembm1 stxbp5l 0.305231321716
fembm1 m6.5.5djba 0.305231321716
ascc3 fembm1 0.305231321716
fembm1 fmgty12 0.338232407859
epyc fembm1 0.307524521326
fembm1 lmblgq3 0.311492848343
fembm1 lmblgq1 0.311492848343
fembm1 lmblgq6 0.311492848343
fembm1 lmblgq4 0.315478565826
fembm1 lmblgq5 0.318300281204
fembm1 gpr87 0.310719206244
fembm1 med25 0.305231321716
fembm1 tba 0.309098168243
fembm1 rgsc216 0.328809226594
fembm1 fmgty13 0.338232407859
fembm1 fmgty11 0.338232407859
fembm1 fmgty10 0.338232407859
fembm1 fmgty14 0.338232407859
fembm1 pstc6 0.338232407859
fembm1 mskt6 0.309696162973
fembm1 mskt7 0.309696162973
fembm1 mskt3 0.309696162973
fembm1 mskt1 0.309696162973
fembm1 mskt8 0.338232407859
fembm1 mskt9 0.338232407859
fembm1 prpsap2 0.305231321716
fembm1 thbs3 0.309108760047
fcsa6 fembm1 0.338232407859
fcsa7 fembm1 0.338232407859
fcsa4 fembm1 0.338232407859
fcsa5 fembm1 0.338232407859
fcsa2 fembm1 0.338232407859
fcsa3 fembm1 0.338232407859
fcsa1 fembm1 0.338232407859
fembm1 twl 0.301695938741
fembm1 fmgty7 0.338232407859
fembm1 m14104asr 0.309696162973
fembm1 feml1 0.338232407859
fembm1 feml3 0.309108760047
fembm1 feml2 0.309108760047
fembm1 feml4 0.338232407859
chpf fembm1 0.334014819725
917m adamtsl5 0.305713741936
adamtsl5 fbxl22 0.335541964073
adamtsl5 ankib1 0.335541964073
adamtsl5 fmgty3 0.305231321716
adamtsl5 fmgty2 0.305231321716
adamtsl5 fmgty6 0.305231321716
adamtsl5 fmgty5 0.305231321716
adamtsl5 fmgty4 0.305231321716
adamtsl5 fmgty8 0.305231321716
adamtsl5 m5.37.5djba 0.335541964073
adamtsl5 stxbp5l 0.335541964073
adamtsl5 epdr1 0.306011594755
adamtsl5 m6.5.5djba 0.335541964073
adamtsl5 ascc3 0.335541964073
adamtsl5 fmgty12 0.305231321716
adamtsl5 c1rl 0.305825239876
adamtsl5 wfikkn1 0.327726517768
adamtsl5 phospho1 0.320591660977
adamtsl5 lmblgq4 0.30465934661
adamtsl5 lmblgq5 0.312056816825
adamtsl5 med25 0.335541964073
adamtsl5 drg2 0.306662902061
adamtsl5 tba 0.311736911403
adamtsl5 rgsc216 0.331505694024
adamtsl5 fmgty13 0.305231321716
adamtsl5 fmgty11 0.305231321716
adamtsl5 fmgty10 0.305231321716
adamtsl5 fmgty14 0.305231321716
adamtsl5 nfxl1 0.306662902061
adamtsl5 pstc6 0.305231321716
abhd8 adamtsl5 0.306662902061
adamtsl5 mskt6 0.30762659083
adamtsl5 mskt7 0.30762659083
adamtsl5 mskt3 0.30762659083
adamtsl5 mskt1 0.30762659083
adamtsl5 mskt8 0.305231321716
adamtsl5 mskt9 0.305231321716
adamtsl5 prpsap2 0.335541964073
adamtsl5 fcsa6 0.305231321716
adamtsl5 fcsa7 0.305231321716
adamtsl5 fcsa4 0.305231321716
adamtsl5 fcsa5 0.305231321716
adamtsl5 fcsa2 0.305231321716
adamtsl5 fcsa3 0.305231321716
adamtsl5 fcsa1 0.305231321716
adamtsl5 twl 0.334883660379
adamtsl5 fmgty7 0.305231321716
adamtsl5 m14104asr 0.30762659083
adamtsl5 feml1 0.305231321716
adamtsl5 feml4 0.305231321716
adamtsl5 chpf 0.331772783239
adamtsl5 pacs2 0.306662902061
917m fbxl22 0.305713741936
917m ankib1 0.305713741936
917m fmgty1 0.322730682798
917m fmgty9 0.322730682798
917m m5.37.5djba 0.305713741936
917m stxbp5l 0.305713741936
917m epdr1 0.304917356009
917m m6.5.5djba 0.305713741936
917m ascc3 0.305713741936
917m med25 0.305713741936
917m rgsc216 0.308357538777
917m tg(sp7-tta,teto-egfp/cre)1amc 0.347441174413
917m prpsap2 0.305713741936
917m twl 0.307595982062
917m cst10 0.311252308271
917m itga10 0.311801032513
917m chpf 0.306823455342
fzd3 rac1 0.336806736612
fzd3 wnt1 0.598422395881
fzd3 wnt4 0.554935302504
fzd3 ptch1 0.330809242422
fzd3 wnt7a 0.543698000865
fzd3 lef1 0.317338008047
fzd3 wnt5b 0.503215923276
fzd3 wnt5a 0.564546252032
fzd3 wnt3a 0.64442924282
axin1 fzd3 0.497074673609
dkk1 fzd3 0.385088680616
fzd3 lrp6 0.572295167078
fzd3 lrp5 0.506162223865
fzd3 ryk 0.524229697553
fzd3 notch2 0.303338594612
fzd3 shh 0.374749546403
ctnnb1 fzd3 0.481609036092
fzd3 wnt3 0.563985690853
fzd3 isl1 0.315924634076
fzd3 wnt10a 0.514837760809
apc fzd3 0.317279487734
ankib1 fbxl22 0.335541964073
fbxl22 fmgty3 0.305231321716
fbxl22 fmgty2 0.305231321716
fbxl22 fmgty6 0.305231321716
fbxl22 fmgty5 0.305231321716
fbxl22 fmgty4 0.305231321716
fbxl22 fmgty8 0.305231321716
fbxl22 m5.37.5djba 0.335541964073
fbxl22 stxbp5l 0.335541964073
epdr1 fbxl22 0.306011594755
fbxl22 m6.5.5djba 0.335541964073
ascc3 fbxl22 0.335541964073
fbxl22 fmgty12 0.305231321716
c1rl fbxl22 0.305825239876
fbxl22 lmblgq4 0.30465934661
fbxl22 lmblgq5 0.312056816825
fbxl22 med25 0.335541964073
drg2 fbxl22 0.306662902061
fbxl22 tba 0.311736911403
fbxl22 rgsc216 0.331505694024
fbxl22 fmgty13 0.305231321716
fbxl22 fmgty11 0.305231321716
fbxl22 fmgty10 0.305231321716
fbxl22 fmgty14 0.305231321716
fbxl22 nfxl1 0.306662902061
fbxl22 pstc6 0.305231321716
abhd8 fbxl22 0.306662902061
fbxl22 mskt6 0.30762659083
fbxl22 mskt7 0.30762659083
fbxl22 mskt3 0.30762659083
fbxl22 mskt1 0.30762659083
fbxl22 mskt8 0.305231321716
fbxl22 mskt9 0.305231321716
fbxl22 prpsap2 0.335541964073
fbxl22 fcsa6 0.305231321716
fbxl22 fcsa7 0.305231321716
fbxl22 fcsa4 0.305231321716
fbxl22 fcsa5 0.305231321716
fbxl22 fcsa2 0.305231321716
fbxl22 fcsa3 0.305231321716
fbxl22 fcsa1 0.305231321716
fbxl22 twl 0.334883660379
fbxl22 fmgty7 0.305231321716
fbxl22 m14104asr 0.30762659083
fbxl22 feml1 0.305231321716
fbxl22 feml4 0.305231321716
ccnf fbxl22 0.486002795512
chpf fbxl22 0.331772783239
fbxl22 pacs2 0.306662902061
bglap sparc 0.459321589724
sox9 sparc 0.307891682202
itgb1 sparc 0.350900734115
ahsg sparc 0.568087796284
sparc tnfsf11 0.384370976912
bmp7 sparc 0.374604968562
bmp4 sparc 0.359778216907
bmp2 sparc 0.387604513801
gja1 sparc 0.300244218883
runx2 sparc 0.480368480153
il6 sparc 0.320755367815
col1a2 sparc 0.557478159309
col1a1 sparc 0.57269781999
sp7 sparc 0.351794646014
csf1 sparc 0.311817492437
sparc src 0.329631024513
smoc1 sparc 0.380324206786
sparc spp1 0.462858209722
bgn sparc 0.51152242617
hras sparc 0.313964587925
igf2 sparc 0.604958489474
col10a1 sparc 0.327330078211
serpinh1 sparc 0.540733302295
col2a1 sparc 0.426646198862
mmp14 sparc 0.405652620631
mmp13 sparc 0.343966154112
hapln1 sparc 0.322470944622
col11a1 sparc 0.343053242575
mmp9 sparc 0.421110968062
mmp2 sparc 0.474028222356
fst sparc 0.37520734071
ibsp sparc 0.491211377793
ctsk sparc 0.390310417919
msx2 sparc 0.354110258448
sparc vegfa 0.582417321063
fstl1 sparc 0.469278741244
pth sparc 0.393716731066
igf1 sparc 0.308677538629
pcolce sparc 0.40668515816
sparc tnfrsf11b 0.419575479812
sparc tgfb1 0.605360941307
sparc tgfb2 0.611627524339
cd44 sparc 0.342550806385
pthlh sparc 0.407048769866
sparc thbs3 0.309521467267
sparc thbs1 0.395413951901
fam49b sparc 0.603326207853
sparc timp1 0.590826851056
dcn sparc 0.512277600913
inhba sparc 0.321355126896
ctgf sparc 0.449275250843
postn sparc 0.495377188053
hspg2 sparc 0.389729713493
chrd sparc 0.317876482208
pth1r sparc 0.334055430273
fbn1 sparc 0.427763799003
ascc3 atad2b 0.321992995168
atad2b ube2j1 0.308899356311
atad2b vps25 0.340922178894
atad2b pcsk5 0.366795174141
atad2b setd2 0.322113376023
gfpt1 hras 0.305419408211
gfpt1 h6pd 0.384520039645
gfpt1 tg 0.303579622775
gfpt1 ggt1 0.310025341622
gfpt1 lepr 0.360218181354
tg(prnp-sod1*g37r,-psen1)110dbo tg(sod1*h46r*h48q)139dbo 0.336007244881
tg(sod1*h46r*h48q)139dbo tg(sod1*h46r*h48q)58dbo 0.302112903159
tg(sod1*)125dbo tg(sod1*h46r*h48q)139dbo 0.302112903159
tg(sod1*h46r*h48q)139dbo tg(thy1-snca*a53t)f53sud 0.336007244881
tg(sod1*g127x)716mrkl tg(sod1*h46r*h48q)139dbo 0.302112903159
esr1 pik3c3 0.351094513979
inpp4b pik3c3 0.488938050274
pik3c3 rac1 0.364590509639
fras1 pik3c3 0.375358055518
gja1 pik3c3 0.333419995332
pik3c3 pten 0.550936127207
il6 pik3c3 0.326862955739
il4 pik3c3 0.376933473246
myc pik3c3 0.410102203484
pik3c3 src 0.370341148999
hras pik3c3 0.366343672013
mtm1 pik3c3 0.535149290135
pik3c3 stat1 0.349918706814
igf2 pik3c3 0.346103797873
met pik3c3 0.309531038832
casp3 pik3c3 0.40216699343
igf1 pik3c3 0.424630416684
pik3c3 ripk4 0.408146469803
pik3c3 ptpn11 0.363951111062
kras pik3c3 0.39117371688
ighmbp2 pik3c3 0.357152988238
pik3c3 sod2 0.322120276251
pik3c3 rps6kb1 0.475078637207
mapk14 pik3c3 0.449045680535
pik3c3 smarca4 0.457615974828
mtor pik3c3 0.338087588164
ccnf pik3c3 0.315253480109
hras spred2 0.325028383763
ptpn11 spred2 0.346622723756
esr2 hells 0.344963592403
hells ihh 0.325103777739
ascc3 hells 0.350583266497
hells myc 0.389478910162
cbx6 hells 0.300603822081
hells mysm1 0.600692932668
fosl1 hells 0.318706013778
hells suz12 0.304574202013
dmp1 hells 0.3758167035
hells vdr 0.371897271812
hells ibsp 0.343463927891
hells irf6 0.370843560717
hells ripk4 0.356571615271
hells setd2 0.367283376043
ctnnb1 hells 0.370577023794
chd2 hells 0.406971195677
hells tacc3 0.439610641761
hells rbl2 0.302546221588
hells smarca4 0.330236283395
hells mtor 0.337341055506
hells junb 0.344513446226
pax3 sox8 0.315449386322
pax3 sox9 0.420573957865
pax3 smo 0.41218121052
meox2 pax3 0.325477138225
dlx5 pax3 0.339040902199
ihh pax3 0.327381016093
bmp7 pax3 0.438024618528
bmp5 pax3 0.320064536566
bmp4 pax3 0.58042703145
bmp2 pax3 0.392556859636
aldh1a2 pax3 0.318947389058
gja1 pax3 0.360281825257
pax3 runx2 0.326659497384
lmx1b pax3 0.336042470344
pax3 pten 0.306451458185
pax3 wnt1 0.550894977668
pax3 wnt4 0.357656016868
myc pax3 0.346491152331
nog pax3 0.453774041549
fgfr3 pax3 0.354726384273
pax3 src 0.309481580441
pax3 ror2 0.322760469842
pax3 sirt1 0.486201277387
bmpr1a pax3 0.338272773117
hras pax3 0.368821809242
gli2 pax3 0.468827076818
igf2 pax3 0.315486741131
pax3 ptch1 0.452027444225
met pax3 0.566860743887
pax3 wnt7a 0.365198416798
col2a1 pax3 0.331842405172
lef1 pax3 0.529397855888
pax3 wnt5a 0.410978390612
casp3 pax3 0.332388269382
fgf10 pax3 0.367941953358
fst pax3 0.350609239184
pax3 tbx4 0.373264397114
pax3 wnt3a 0.453008522707
msx1 pax3 0.387315673309
msx2 pax3 0.337817086068
pax3 vegfa 0.33552297188
des pax3 0.338129042983
igf1 pax3 0.322880613663
mstn pax3 0.335318975659
pax3 tgfb2 0.354791901989
kras pax3 0.348383600782
notch2 pax3 0.316193086265
mef2c pax3 0.384588946341
pax3 ret 0.323918960217
pax3 shh 0.479579931795
ctnnb1 pax3 0.546524922795
gli3 pax3 0.468883921812
inhba pax3 0.340030957566
foxc2 pax3 0.51251758822
foxc1 pax3 0.363321757573
en1 pax3 0.347066495446
chd7 pax3 0.336848030138
egr2 pax3 0.391260000763
acvr1 pax3 0.321450585848
pax3 prrx1 0.301832203571
lepr pax3 0.437415523704
isl1 pax3 0.425103861414
fgfr2 pax3 0.392403747171
fgfr1 pax3 0.440779290613
pax3 pdgfra 0.426236040875
chrd pax3 0.418287363838
pax3 twist1 0.334163325584
pax3 tbx3 0.423766519657
dmd pax3 0.338175474247
pax3 smarca4 0.307482672879
mtor pax3 0.410309193819
pax3 smad4 0.330256864138
pax3 smad2 0.307038018497
fmn1 tg(msx2-en1)86alj 0.302047116525
hoxd12 tg(msx2-en1)86alj 0.307304403807
tg(msx2-en1)86alj tg(prrx1-hand2)5eno 0.318796485251
tg(msx2-en1)86alj tg(prrx1-hand2)2eno 0.318796485251
lmblgq3 tg(msx2-en1)86alj 0.348774279261
lmblgq1 tg(msx2-en1)86alj 0.348774279261
lmblgq6 tg(msx2-en1)86alj 0.348774279261
lmblgq4 tg(msx2-en1)86alj 0.337839513399
lmblgq5 tg(msx2-en1)86alj 0.348309132248
tg(msx2-en1)86alj vkorc1 0.332935976887
tba tg(msx2-en1)86alj 0.342819661421
tg(msx2-en1)86alj tg(prrx1-hand2)6eno 0.318796485251
rgsc216 tg(msx2-en1)86alj 0.325011433087
col9a2 tg(msx2-en1)86alj 0.314136073137
ofd1 tg(msx2-en1)86alj 0.300559270245
rr29 tg(msx2-en1)86alj 0.310789421045
tg(msx2-en1)86alj twl 0.304556832469
tch tg(msx2-en1)86alj 0.335326096784
chpf tg(msx2-en1)86alj 0.30924665399
agl gbe1 0.618375204934
agl gaa 0.594809380451
bglap sox9 0.419372694173
bglap esr1 0.435773576069
bglap dlx5 0.427519381107
bglap lep 0.495229050447
bglap itgb1 0.317216076365
bglap tnfsf11 0.523214104064
bglap bmp7 0.449356425198
bglap bmp4 0.400129716275
bglap bmp2 0.518726527903
bglap fgf23 0.404249440433
bglap gja1 0.390456506274
bglap runx2 0.599081822852
bglap runx3 0.395323069755
bglap il6 0.414319281754
bglap myc 0.318454986775
bglap col1a2 0.304174424707
bglap col1a1 0.449455213559
bglap sp7 0.54237752763
bglap ghr 0.300484704075
bglap nog 0.319909433872
bglap csf1 0.353064558413
bglap spp1 0.554777203948
bglap bgn 0.35196909148
bglap sost 0.435451541997
bglap igf2 0.346632428539
bglap col10a1 0.356452486904
bglap col2a1 0.375708247051
bglap mmp13 0.378673929649
bglap lef1 0.381020770308
bglap vdr 0.488953675685
bglap mmp9 0.330484241031
bglap tnf 0.48220858679
acp5 bglap 0.467151768181
bglap ibsp 0.566433088188
bglap ctsk 0.441133548786
bglap msx2 0.387851670919
bglap pth 0.572768574863
bglap calcr 0.353280604936
bglap igf1 0.409044427654
bglap kl 0.339089433517
bglap tnfrsf11b 0.514705958477
bglap tgfb1 0.358672073652
bglap cd44 0.357978844211
bglap pthlh 0.481660587091
bglap nfatc1 0.307714280771
bglap pgr 0.312070224834
bglap postn 0.354689137732
bglap phex 0.320696747526
bglap cyp27b1 0.333554672131
bglap ggt1 0.300697400369
bglap lepr 0.435121222518
bglap smad3 0.301165943776
bglap mapk14 0.428491082802
bglap pth1r 0.482658667578
bglap smad4 0.315004377326
bglap smad2 0.363667427557
ankib1 fmgty3 0.305231321716
ankib1 fmgty2 0.305231321716
ankib1 fmgty6 0.305231321716
ankib1 fmgty5 0.305231321716
ankib1 fmgty4 0.305231321716
ankib1 fmgty8 0.305231321716
ankib1 m5.37.5djba 0.335541964073
ankib1 stxbp5l 0.335541964073
ankib1 epdr1 0.306011594755
ankib1 m6.5.5djba 0.335541964073
ankib1 ascc3 0.335541964073
ankib1 fmgty12 0.305231321716
ankib1 c1rl 0.305825239876
ankib1 ube2j1 0.388083431093
ankib1 lmblgq4 0.30465934661
ankib1 lmblgq5 0.312056816825
ankib1 med25 0.335541964073
ankib1 drg2 0.306662902061
ankib1 tba 0.311736911403
ankib1 rgsc216 0.331505694024
ankib1 fmgty13 0.305231321716
ankib1 fmgty11 0.305231321716
ankib1 fmgty10 0.305231321716
ankib1 fmgty14 0.305231321716
ankib1 nfxl1 0.306662902061
ankib1 pstc6 0.305231321716
abhd8 ankib1 0.306662902061
ankib1 mskt6 0.30762659083
ankib1 mskt7 0.30762659083
ankib1 mskt3 0.30762659083
ankib1 mskt1 0.30762659083
ankib1 mskt8 0.305231321716
ankib1 mskt9 0.305231321716
ankib1 prpsap2 0.335541964073
ankib1 sept5 0.329968200927
ankib1 fcsa6 0.305231321716
ankib1 fcsa7 0.305231321716
ankib1 fcsa4 0.305231321716
ankib1 fcsa5 0.305231321716
ankib1 fcsa2 0.305231321716
ankib1 fcsa3 0.305231321716
ankib1 fcsa1 0.305231321716
ankib1 twl 0.334883660379
ankib1 fmgty7 0.305231321716
ankib1 m14104asr 0.30762659083
ankib1 feml1 0.305231321716
ankib1 feml4 0.305231321716
ankib1 chpf 0.331772783239
ankib1 pacs2 0.306662902061
evc wdr19 0.357396456507
gli2 wdr19 0.344321120387
ptch1 wdr19 0.304113667902
ccp110 wdr19 0.321465342742
gpr161 wdr19 0.555278063004
ift140 wdr19 0.723378789735
ift88 wdr19 0.631078912956
egr2 sox8 0.306584197895
prrx1 sox8 0.310863718264
smo sox9 0.41695261734
esr2 sox9 0.440088083373
esr1 sox9 0.480557963628
dlx5 sox9 0.437070571978
dlx6 sox9 0.367434279516
gdf5 sox9 0.362967523926
ihh sox9 0.418225247208
itgb1 sox9 0.372902679916
sox9 tnfsf11 0.358669086551
bmp7 sox9 0.502290370479
bmp5 sox9 0.391228462513
bmp4 sox9 0.600545562492
bmp2 sox9 0.478522379725
aldh1a2 sox9 0.351305206327
gja1 sox9 0.315424857803
runx2 sox9 0.654397866492
runx3 sox9 0.303175950428
pten sox9 0.302949313222
sox9 wnt1 0.324924585526
sox9 wnt4 0.445110079779
myc sox9 0.400060273852
col1a1 sox9 0.436703470097
sox9 sp7 0.380224842762
nog sox9 0.488061656207
fgfr3 sox9 0.417056673419
sox9 zeb1 0.33461431815
sirt1 sox9 0.320647500537
grem1 sox9 0.339145228715
sox9 spp1 0.440294831352
gsc sox9 0.342802481803
bmpr1a sox9 0.434653042235
bmpr1b sox9 0.329878144669
hras sox9 0.326535318962
gli2 sox9 0.43612765376
igf2 sox9 0.307068489782
col10a1 sox9 0.508445560975
ptch1 sox9 0.424998381514
sox9 wnt7a 0.329935664183
col2a1 sox9 0.680214883202
mmp13 sox9 0.333720102105
hapln1 sox9 0.381611042304
nkx3-2 sox9 0.42850273517
sox9 wnt5a 0.432203736633
col11a1 sox9 0.33171696713
casp3 sox9 0.305651541208
fgf18 sox9 0.361328502807
fgf10 sox9 0.41360037978
mmp9 sox9 0.304354870345
fst sox9 0.358566934577
sox9 tnf 0.458867992387
sox9 wnt3a 0.373701664135
msx1 sox9 0.409145473117
msx2 sox9 0.431189267564
sox9 vegfa 0.341889646227
axin1 sox9 0.315639029211
dkk1 sox9 0.350816416963
dicer1 sox9 0.380174765522
lrp6 sox9 0.311449042711
pitx1 sox9 0.317500490553
igf1 sox9 0.470718468386
sox9 tnfrsf11b 0.323707274943
sox9 tgfb1 0.47092687772
sox9 tgfb2 0.531073150672
kras sox9 0.363776429621
notch2 sox9 0.338375709639
cd44 sox9 0.351684647285
mef2c sox9 0.314700634504
pthlh sox9 0.597840575033
nfatc1 sox9 0.328870162121
shh sox9 0.49155139398
ctnnb1 sox9 0.693060718762
prkg2 sox9 0.417893179892
gli3 sox9 0.384130145336
inhba sox9 0.362718089195
foxc2 sox9 0.323512937426
foxc1 sox9 0.376297361761
fermt2 sox9 0.401159926971
cdx2 sox9 0.316183892762
egr2 sox9 0.305537879719
acvr1 sox9 0.357040868143
ctgf sox9 0.526051100406
acan sox9 0.564372005371
postn sox9 0.302348244969
prrx1 sox9 0.388195207642
lepr sox9 0.350273773379
isl1 sox9 0.351941058872
smad3 sox9 0.34374614216
fgfr2 sox9 0.408850541569
fgfr1 sox9 0.406065667475
cyp26b1 sox9 0.471542773568
mapk14 sox9 0.457481577479
pdgfra sox9 0.383618551751
chrd sox9 0.375623499534
sox9 twist1 0.352824450016
pth1r sox9 0.344454673477
alx4 sox9 0.31584649254
smad4 sox9 0.50721604661
smad2 sox9 0.348632971002
dlx5 smo 0.376014835734
evc smo 0.603307145765
ihh smo 0.652962877583
pkd1 smo 0.403816814041
itgb1 smo 0.31339585107
bmp7 smo 0.44362903452
bmp5 smo 0.330118885024
bmp4 smo 0.522295908887
bmp2 smo 0.399404157096
aldh1a2 smo 0.304361348517
runx2 smo 0.372439578971
lmx1b smo 0.324095085212
pten smo 0.347939401314
smo wnt1 0.512878454983
smo wnt4 0.48751159826
myc smo 0.411470147465
nog smo 0.414223228019
fgfr3 smo 0.389206899199
smo src 0.576578097007
ror2 smo 0.329465960546
gas1 smo 0.65242401306
evc2 smo 0.597148779317
gsc smo 0.389691640143
rab23 smo 0.467974558793
bmpr1a smo 0.385368578144
hras smo 0.416011757856
gli2 smo 0.736869505035
ptch1 smo 0.701758329197
met smo 0.301835760022
smo wnt7a 0.470091721119
col2a1 smo 0.37637711321
lef1 smo 0.359149441963
smo wnt5b 0.382767267489
smo wnt5a 0.552052839201
casp3 smo 0.359434641433
fgf18 smo 0.379508501504
fgf10 smo 0.428863738763
smo wnt3a 0.515677262966
msx1 smo 0.377336000872
msx2 smo 0.311895270599
smo vegfa 0.342903095252
axin1 smo 0.38241090767
dkk1 smo 0.406738794105
lrp6 smo 0.421906110165
ryk smo 0.376048980343
pitx1 smo 0.303985224158
smo wls 0.311865137497
smo tgfb2 0.337750977975
kras smo 0.393635282396
notch2 smo 0.393599623086
pthlh smo 0.381271168388
shh smo 0.719514730989
ctnnb1 smo 0.539447578336
smo wnt3 0.36790140031
gli3 smo 0.72709669229
inhba smo 0.304575305343
foxc2 smo 0.352722715291
en1 smo 0.342212625821
acvr1 smo 0.35258055088
ctgf smo 0.301145638616
prrx1 smo 0.376167762757
isl1 smo 0.446627167046
fgfr2 smo 0.414388327427
fgfr1 smo 0.450070347212
smo wnt10a 0.409843656658
ift88 smo 0.513228967865
pdgfra smo 0.396829235262
apc smo 0.323106911883
chrd smo 0.402804604418
alx4 smo 0.308578310037
smad4 smo 0.382251923604
